[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 23585
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1679.99817 [s^-1 rad]
Frequency          = 534.760010 [Hz]
Engine Order       = 2

[Spatial Fields]
x, y, z

[Data]
x [ m ], y [ m ], z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
 7.93750360E-02,  2.34069930E-01,  6.32428380E-02, -4.38001710E+03, -6.24252620E+02
 7.94048610E-02,  2.34198720E-01,  6.32101740E-02, -4.35629880E+03, -5.88107420E+02
 7.94236510E-02,  2.34279650E-01,  6.31895740E-02, -4.35857030E+03, -5.68525390E+02
 7.94354900E-02,  2.34330520E-01,  6.31765870E-02, -4.35582280E+03, -5.64054260E+02
 7.94429410E-02,  2.34362510E-01,  6.31684140E-02, -4.34638230E+03, -5.69043400E+02
 7.94476270E-02,  2.34382610E-01,  6.31632730E-02, -4.33664940E+03, -5.76510070E+02
 7.94505700E-02,  2.34395250E-01,  6.31600390E-02, -4.32862840E+03, -5.81167240E+02
 7.94524250E-02,  2.34403190E-01,  6.31580050E-02, -4.33373100E+03, -5.70510740E+02
 7.94535950E-02,  2.34408180E-01,  6.31567240E-02, -4.33324120E+03, -5.75799320E+02
 2.47517430E-02,  1.14758340E-01,  8.38574250E-02,  2.68188540E+02, -3.08596560E+02
 2.47547440E-02,  1.14763060E-01,  8.38573800E-02,  2.68212100E+02, -3.08569730E+02
 2.47595010E-02,  1.14770550E-01,  8.38573130E-02,  2.68251590E+02, -3.08555850E+02
 2.47670450E-02,  1.14782420E-01,  8.38572080E-02,  2.68318480E+02, -3.08457090E+02
 2.47790090E-02,  1.14801240E-01,  8.38570370E-02,  2.68460570E+02, -3.07988040E+02
 2.47979870E-02,  1.14831080E-01,  8.38567760E-02,  2.68829470E+02, -3.06904970E+02
 2.48280950E-02,  1.14878390E-01,  8.38563670E-02,  2.69679810E+02, -3.05283660E+02
 2.48758760E-02,  1.14953400E-01,  8.38557410E-02,  2.70510130E+02, -3.03124210E+02
 2.49517360E-02,  1.15072270E-01,  8.38548020E-02,  2.70529970E+02, -2.99968020E+02
 2.50722640E-02,  1.15260610E-01,  8.38534460E-02,  2.75224980E+02, -2.94422580E+02
 2.52640400E-02,  1.15558840E-01,  8.38514720E-02,  2.94781010E+02, -2.89154570E+02
 2.55708600E-02,  1.16030010E-01,  8.38459360E-02,  3.13265380E+02, -2.89783750E+02
 2.60622500E-02,  1.16773960E-01,  8.38356990E-02,  2.96306490E+02, -2.98260680E+02
 2.70413140E-02,  1.18218500E-01,  8.38074240E-02,  3.62418950E+02, -2.22705600E+02
 2.80412440E-02,  1.19648900E-01,  8.37682630E-02,  5.17335080E+02, -1.05109660E+02
 2.90575700E-02,  1.21067790E-01,  8.37247820E-02,  6.69348750E+02, -5.61218380E+01
 3.00777130E-02,  1.22483250E-01,  8.37160130E-02,  7.29299190E+02, -1.56611500E+02
 3.11076900E-02,  1.23883500E-01,  8.36973560E-02,  6.53141600E+02, -4.35907260E+02
 3.21205850E-02,  1.25294510E-01,  8.36555880E-02,  4.61807190E+02, -8.09293820E+02
 3.31436540E-02,  1.26697960E-01,  8.36039190E-02,  2.17500690E+02, -1.06355960E+03
 3.41747660E-02,  1.28095190E-01,  8.35399780E-02,  1.81771850E+00, -1.11481630E+03
 3.52118830E-02,  1.29487500E-01,  8.34594220E-02, -1.43384600E+02, -1.04106450E+03
 3.62479540E-02,  1.30871310E-01,  8.33626090E-02, -2.01861880E+02, -9.05304630E+02
 3.72753810E-02,  1.32243930E-01,  8.32577870E-02, -1.67556460E+02, -7.47641110E+02
 3.83035540E-02,  1.33617070E-01,  8.31690880E-02, -5.28854220E+01, -6.04712890E+02
 3.93286200E-02,  1.34992580E-01,  8.30809850E-02,  1.15247250E+02, -4.94855160E+02
 4.03457510E-02,  1.36364550E-01,  8.29114620E-02,  3.13036010E+02, -4.33535710E+02
 4.13480100E-02,  1.37736630E-01,  8.26601540E-02,  4.98124020E+02, -4.22864350E+02
 4.23190520E-02,  1.39097470E-01,  8.23898020E-02,  6.20777590E+02, -4.51803410E+02
 4.32655550E-02,  1.40459670E-01,  8.20952500E-02,  6.63556700E+02, -4.93768100E+02
 4.42054200E-02,  1.41835870E-01,  8.18555950E-02,  6.22278560E+02, -5.29625790E+02
 4.51378150E-02,  1.43219070E-01,  8.16245150E-02,  5.11890720E+02, -5.47258420E+02
 4.60489130E-02,  1.44610970E-01,  8.13626950E-02,  3.54197050E+02, -5.52278140E+02
 4.69362030E-02,  1.46011130E-01,  8.10731050E-02,  1.72852040E+02, -5.56071960E+02
 4.77936830E-02,  1.47412230E-01,  8.07603520E-02, -1.51209110E+01, -5.63052250E+02
 4.86245680E-02,  1.48822490E-01,  8.04212170E-02, -1.92339260E+02, -5.77854430E+02
 4.94176970E-02,  1.50238560E-01,  8.00227220E-02, -3.42785580E+02, -5.91538450E+02
 5.01715800E-02,  1.51653140E-01,  7.95410350E-02, -4.70262660E+02, -5.91088130E+02
 5.09001910E-02,  1.53077420E-01,  7.90488270E-02, -5.68992680E+02, -5.92300420E+02
 5.16078360E-02,  1.54508560E-01,  7.85523800E-02, -6.36378600E+02, -5.89082210E+02
 5.22986050E-02,  1.55943230E-01,  7.80596810E-02, -6.92049800E+02, -5.72784790E+02
 5.29917810E-02,  1.57387420E-01,  7.76032130E-02, -7.50654540E+02, -5.48440550E+02
 5.36924300E-02,  1.58839640E-01,  7.71867260E-02, -8.18250550E+02, -5.16120180E+02
 5.43965660E-02,  1.60297440E-01,  7.67962040E-02, -8.94921260E+02, -4.73931060E+02
 5.51010220E-02,  1.61760910E-01,  7.64279740E-02, -9.78168820E+02, -4.19877930E+02
 5.57871310E-02,  1.63225930E-01,  7.60528450E-02, -1.06057520E+03, -3.52316470E+02
 5.64450700E-02,  1.64693680E-01,  7.56566000E-02, -1.13930160E+03, -2.73573180E+02
 5.70929980E-02,  1.66169020E-01,  7.52722620E-02, -1.21672500E+03, -1.90684750E+02
 5.77287230E-02,  1.67651640E-01,  7.48956730E-02, -1.29531140E+03, -1.09244400E+02
 5.83551970E-02,  1.69142160E-01,  7.45372400E-02, -1.37405130E+03, -3.15103820E+01
 5.90075070E-02,  1.70635330E-01,  7.42490520E-02, -1.45502250E+03,  3.89028660E+01
 5.96475300E-02,  1.72132090E-01,  7.39604310E-02, -1.53731820E+03,  1.01855510E+02
 6.02757000E-02,  1.73632740E-01,  7.36709540E-02, -1.61752690E+03,  1.57211380E+02
 6.08917400E-02,  1.75138030E-01,  7.33791590E-02, -1.68485520E+03,  2.03938900E+02
 6.14951960E-02,  1.76647830E-01,  7.30843100E-02, -1.73213350E+03,  2.42184220E+02
 6.20567350E-02,  1.78163740E-01,  7.27389530E-02, -1.75512180E+03,  2.73216770E+02
 6.26099260E-02,  1.79682700E-01,  7.23933580E-02, -1.76317810E+03,  3.04290950E+02
 6.31554050E-02,  1.81215510E-01,  7.20455200E-02, -1.75097130E+03,  3.34857330E+02
 6.36927490E-02,  1.82754620E-01,  7.16984500E-02, -1.71851180E+03,  3.65214870E+02
 6.42231400E-02,  1.84296740E-01,  7.13540990E-02, -1.67571360E+03,  4.03919800E+02
 6.47489210E-02,  1.85841380E-01,  7.10138750E-02, -1.62654200E+03,  4.54010500E+02
 6.52704910E-02,  1.87388810E-01,  7.06799330E-02, -1.57539500E+03,  5.20938780E+02
 6.58040490E-02,  1.88937220E-01,  7.03720670E-02, -1.52990440E+03,  5.96622920E+02
 6.63374590E-02,  1.90487460E-01,  7.00725390E-02, -1.49226050E+03,  6.74719850E+02
 6.68701450E-02,  1.92039740E-01,  6.97824210E-02, -1.46769560E+03,  7.50729550E+02
 6.74024450E-02,  1.93594230E-01,  6.95037020E-02, -1.45262960E+03,  8.07912540E+02
 6.79334250E-02,  1.95151280E-01,  6.92370910E-02, -1.44115620E+03,  8.31056030E+02
 6.84659630E-02,  1.96709800E-01,  6.89825420E-02, -1.43129000E+03,  8.17859010E+02
 6.89998340E-02,  1.98269230E-01,  6.87331480E-02, -1.43416610E+03,  7.81264530E+02
 6.95319850E-02,  1.99833290E-01,  6.84956390E-02, -1.45488440E+03,  7.16164730E+02
 7.00609460E-02,  2.01399850E-01,  6.82676360E-02, -1.49656250E+03,  6.17820860E+02
 7.05860560E-02,  2.02968670E-01,  6.80465770E-02, -1.56070200E+03,  5.03901980E+02
 7.11066720E-02,  2.04539610E-01,  6.78298400E-02, -1.64953660E+03,  3.84947630E+02
 7.16234150E-02,  2.06111970E-01,  6.76139670E-02, -1.76168240E+03,  2.63665160E+02
 7.21426760E-02,  2.07693760E-01,  6.73915590E-02, -1.90942600E+03,  1.45840900E+02
 7.26182090E-02,  2.09299240E-01,  6.71310130E-02, -2.11945390E+03,  9.22025300E+00
 7.30758760E-02,  2.10909550E-01,  6.68644530E-02, -2.41102660E+03, -1.60889340E+02
 7.35229700E-02,  2.12523280E-01,  6.66005390E-02, -2.81123490E+03, -3.85427430E+02
 7.39578160E-02,  2.14140920E-01,  6.63397540E-02, -3.39828980E+03, -7.06248600E+02
 7.43788630E-02,  2.15762650E-01,  6.60815020E-02, -4.24200440E+03, -1.12915320E+03
 7.47945980E-02,  2.17398750E-01,  6.58173040E-02, -5.30137110E+03, -1.54367880E+03
 7.52370430E-02,  2.19035910E-01,  6.55867900E-02, -6.32347750E+03, -1.76732450E+03
 7.56762470E-02,  2.20674470E-01,  6.53616040E-02, -7.12857230E+03, -1.73469760E+03
 7.61034790E-02,  2.22315310E-01,  6.51299130E-02, -7.54385250E+03, -1.48867270E+03
 7.65183050E-02,  2.23957760E-01,  6.48869050E-02, -7.50344870E+03, -1.16031810E+03
 7.69255680E-02,  2.25607290E-01,  6.46290330E-02, -7.03851810E+03, -9.18414430E+02
 7.73377720E-02,  2.27306630E-01,  6.43404200E-02, -6.19126710E+03, -8.88209350E+02
 7.77459000E-02,  2.29003550E-01,  6.40324650E-02, -5.12377780E+03, -1.08273410E+03
 7.81471130E-02,  2.30697170E-01,  6.36980530E-02, -4.13388530E+03, -1.32548490E+03
 7.85409060E-02,  2.32386130E-01,  6.33322450E-02, -3.55576200E+03, -1.41218330E+03
 7.87328710E-02,  2.33215260E-01,  6.31399450E-02, -3.59846480E+03, -1.37125560E+03
 7.88535770E-02,  2.33735590E-01,  6.30150880E-02, -3.83008540E+03, -1.18311670E+03
 7.89284710E-02,  2.34062370E-01,  6.29342420E-02, -3.87344600E+03, -1.07592660E+03
 7.89758560E-02,  2.34267640E-01,  6.28829750E-02, -3.82144120E+03, -1.04966460E+03
 7.90057780E-02,  2.34396610E-01,  6.28505650E-02, -3.79782180E+03, -1.03989720E+03
 7.90246280E-02,  2.34477650E-01,  6.28301130E-02, -3.79715210E+03, -1.03348300E+03
 7.90365040E-02,  2.34528600E-01,  6.28172310E-02, -3.79468410E+03, -1.03437930E+03
 7.90439770E-02,  2.34560620E-01,  6.28091250E-02, -3.78771830E+03, -1.04135460E+03
 7.90486780E-02,  2.34580760E-01,  6.28040210E-02, -3.78072220E+03, -1.05007650E+03
 7.90516360E-02,  2.34593410E-01,  6.28008100E-02, -3.77447780E+03, -1.05580300E+03
 7.90534990E-02,  2.34601360E-01,  6.27987910E-02, -3.77876460E+03, -1.04589820E+03
 7.90546690E-02,  2.34606370E-01,  6.27975240E-02, -3.78544530E+03, -1.04665590E+03
 2.51554140E-02,  1.14540000E-01,  8.28795210E-02,  3.23286010E+02, -1.80616780E+02
 2.51582900E-02,  1.14544760E-01,  8.28795510E-02,  3.23323060E+02, -1.80613770E+02
 2.51628510E-02,  1.14552310E-01,  8.28795950E-02,  3.23333950E+02, -1.80636900E+02
 2.51700860E-02,  1.14564290E-01,  8.28796700E-02,  3.23350620E+02, -1.80594970E+02
 2.51815600E-02,  1.14583280E-01,  8.28797890E-02,  3.23465330E+02, -1.80289260E+02
 2.51997620E-02,  1.14613390E-01,  8.28799830E-02,  3.23787660E+02, -1.79430600E+02
 2.52286400E-02,  1.14661130E-01,  8.28802960E-02,  3.24486820E+02, -1.78080800E+02
 2.52744720E-02,  1.14736810E-01,  8.28808100E-02,  3.25254760E+02, -1.76214710E+02
 2.53472530E-02,  1.14856740E-01,  8.28816890E-02,  3.25715390E+02, -1.73185750E+02
 2.54629200E-02,  1.15046770E-01,  8.28832090E-02,  3.30507260E+02, -1.67829360E+02
 2.56470370E-02,  1.15347650E-01,  8.28858170E-02,  3.49286930E+02, -1.64081670E+02
 2.59417800E-02,  1.15823080E-01,  8.28876350E-02,  3.73659850E+02, -1.66049740E+02
 2.64142900E-02,  1.16573740E-01,  8.28891690E-02,  3.81359280E+02, -1.75382450E+02
 2.73573700E-02,  1.18031300E-01,  8.28842890E-02,  4.79590000E+02, -1.10003490E+02
 2.83225890E-02,  1.19474450E-01,  8.28690980E-02,  6.33177730E+02, -7.51827430E+00
 2.93061510E-02,  1.20905270E-01,  8.28482290E-02,  7.69965700E+02,  4.91770290E+01
 3.02988400E-02,  1.22329740E-01,  8.28497930E-02,  8.24575320E+02, -3.87919960E+01
 3.13025450E-02,  1.23740100E-01,  8.28417470E-02,  7.47050420E+02, -3.21817350E+02
 3.22892030E-02,  1.25161040E-01,  8.28143430E-02,  5.48207520E+02, -7.18773620E+02
 3.32867500E-02,  1.26574220E-01,  8.27772100E-02,  2.96267880E+02, -9.89268490E+02
 3.42930700E-02,  1.27980900E-01,  8.27278350E-02,  7.90513610E+01, -1.04773680E+03
 3.53068710E-02,  1.29381520E-01,  8.26551170E-02, -5.89991150E+01, -9.81833440E+02
 3.63213050E-02,  1.30773860E-01,  8.25607550E-02, -1.05302760E+02, -8.62135560E+02
 3.73273980E-02,  1.32154610E-01,  8.24585780E-02, -6.43494110E+01, -7.27858520E+02
 3.83345670E-02,  1.33535820E-01,  8.23751840E-02,  5.07912450E+01, -5.94055480E+02
 3.93387970E-02,  1.34919260E-01,  8.22930190E-02,  2.17443540E+02, -4.78497500E+02
 4.03348280E-02,  1.36299770E-01,  8.21303580E-02,  4.09398440E+02, -3.97577820E+02
 4.13158240E-02,  1.37680890E-01,  8.18872530E-02,  5.83642030E+02, -3.59519930E+02
 4.22679740E-02,  1.39052840E-01,  8.16246720E-02,  6.94031370E+02, -3.60893950E+02
 4.31950870E-02,  1.40424560E-01,  8.13381600E-02,  7.24586910E+02, -3.79686160E+02
 4.41172910E-02,  1.41808970E-01,  8.11062230E-02,  6.70732670E+02, -4.01300480E+02
 4.50336260E-02,  1.43199320E-01,  8.08832720E-02,  5.46671080E+02, -4.11916530E+02
 4.59288470E-02,  1.44598200E-01,  8.06298700E-02,  3.75125430E+02, -4.16462920E+02
 4.68008780E-02,  1.46005600E-01,  8.03493340E-02,  1.80918520E+02, -4.25524960E+02
 4.76445440E-02,  1.47415330E-01,  8.00458270E-02, -1.73565830E+01, -4.40881040E+02
 4.84617090E-02,  1.48833800E-01,  7.97160190E-02, -1.99310840E+02, -4.65109500E+02
 4.92411000E-02,  1.50257510E-01,  7.93260780E-02, -3.50239260E+02, -4.88139500E+02
 4.99825290E-02,  1.51678350E-01,  7.88522290E-02, -4.75462220E+02, -4.96711700E+02
 5.06989700E-02,  1.53108600E-01,  7.83681420E-02, -5.71614990E+02, -5.06364990E+02
 5.13949320E-02,  1.54546010E-01,  7.78797490E-02, -6.36016240E+02, -5.11706880E+02
 5.20742500E-02,  1.55986830E-01,  7.73950740E-02, -6.89807620E+02, -5.03789490E+02
 5.27558660E-02,  1.57437090E-01,  7.69453200E-02, -7.47856080E+02, -4.87630620E+02
 5.34447470E-02,  1.58895360E-01,  7.65343380E-02, -8.15549440E+02, -4.62605900E+02
 5.41378480E-02,  1.60358890E-01,  7.61499780E-02, -8.91702880E+02, -4.26823240E+02
 5.48312660E-02,  1.61827970E-01,  7.57878050E-02, -9.73344910E+02, -3.78397190E+02
 5.55068850E-02,  1.63299400E-01,  7.54188300E-02, -1.05408830E+03, -3.15417760E+02
 5.61543960E-02,  1.64773050E-01,  7.50292240E-02, -1.13112930E+03, -2.41355870E+02
 5.67922030E-02,  1.66253980E-01,  7.46514420E-02, -1.20719510E+03, -1.63775560E+02
 5.74181900E-02,  1.67741890E-01,  7.42813130E-02, -1.28482740E+03, -8.74876020E+01
 5.80359880E-02,  1.69237360E-01,  7.39304050E-02, -1.36283940E+03, -1.48402520E+01
 5.86830490E-02,  1.70735030E-01,  7.36537350E-02, -1.44281490E+03,  5.02062260E+01
 5.93183260E-02,  1.72236160E-01,  7.33764690E-02, -1.52320540E+03,  1.07290700E+02
 5.99420670E-02,  1.73740860E-01,  7.30982500E-02, -1.59849480E+03,  1.56544880E+02
 6.05539720E-02,  1.75250010E-01,  7.28176390E-02, -1.65850220E+03,  1.98689670E+02
 6.11534340E-02,  1.76763560E-01,  7.25337790E-02, -1.69630240E+03,  2.33158580E+02
 6.17087670E-02,  1.78283560E-01,  7.21955820E-02, -1.70657420E+03,  2.60774540E+02
 6.22561870E-02,  1.79806410E-01,  7.18571920E-02, -1.70028220E+03,  2.88941560E+02
 6.27957730E-02,  1.81342570E-01,  7.15167000E-02, -1.67338720E+03,  3.17245480E+02
 6.33275360E-02,  1.82885590E-01,  7.11768420E-02, -1.62846460E+03,  3.47918030E+02
 6.38524520E-02,  1.84431540E-01,  7.08396140E-02, -1.57473620E+03,  3.87985140E+02
 6.43728520E-02,  1.85979870E-01,  7.05064160E-02, -1.51733260E+03,  4.41113370E+02
 6.48893490E-02,  1.87530860E-01,  7.01794550E-02, -1.46211350E+03,  5.12214660E+02
 6.54186460E-02,  1.89082640E-01,  6.98788610E-02, -1.41634450E+03,  5.91951350E+02
 6.59478900E-02,  1.90636130E-01,  6.95864560E-02, -1.38066320E+03,  6.72352110E+02
 6.64765310E-02,  1.92191540E-01,  6.93033490E-02, -1.35835310E+03,  7.46346130E+02
 6.70048670E-02,  1.93749060E-01,  6.90315440E-02, -1.34550720E+03,  7.97495000E+02
 6.75319880E-02,  1.95309030E-01,  6.87717720E-02, -1.33622120E+03,  8.10936400E+02
 6.80611210E-02,  1.96870180E-01,  6.85238240E-02, -1.32990060E+03,  7.84805910E+02
 6.85926900E-02,  1.98431610E-01,  6.82806520E-02, -1.33777310E+03,  7.33044680E+02
 6.91227470E-02,  1.99997810E-01,  6.80492820E-02, -1.36602000E+03,  6.50463010E+02
 6.96497260E-02,  2.01566430E-01,  6.78273660E-02, -1.41930180E+03,  5.32616270E+02
 7.01729800E-02,  2.03137230E-01,  6.76123280E-02, -1.50057030E+03,  3.98093630E+02
 7.06918980E-02,  2.04710070E-01,  6.74015730E-02, -1.61402370E+03,  2.57165100E+02
 7.12072180E-02,  2.06284170E-01,  6.71914670E-02, -1.76115330E+03,  1.12382420E+02
 7.17258750E-02,  2.07866940E-01,  6.69739470E-02, -1.95875200E+03, -3.27042270E+01
 7.22013410E-02,  2.09474010E-01,  6.67186230E-02, -2.24162350E+03, -2.05008530E+02
 7.26590830E-02,  2.11085800E-01,  6.64573460E-02, -2.64135990E+03, -4.26451780E+02
 7.31063560E-02,  2.12700960E-01,  6.61986620E-02, -3.21248630E+03, -7.28068600E+02
 7.35414480E-02,  2.14319940E-01,  6.59430250E-02, -4.03564090E+03, -1.13362170E+03
 7.39628970E-02,  2.15942950E-01,  6.56897500E-02, -5.09918120E+03, -1.56993030E+03
 7.43798610E-02,  2.17579480E-01,  6.54292930E-02, -6.23690190E+03, -1.85886490E+03
 7.48243480E-02,  2.19217480E-01,  6.52026530E-02, -7.14912060E+03, -1.85967590E+03
 7.52658400E-02,  2.20856920E-01,  6.49813790E-02, -7.70019240E+03, -1.59711360E+03
 7.56953950E-02,  2.22498660E-01,  6.47536140E-02, -7.80647070E+03, -1.19480260E+03
 7.61125390E-02,  2.24142010E-01,  6.45145400E-02, -7.46595120E+03, -8.01418760E+02
 7.65220080E-02,  2.25792050E-01,  6.42607290E-02, -6.74602150E+03, -5.88658940E+02
 7.69366700E-02,  2.27492470E-01,  6.39760940E-02, -5.68906300E+03, -6.58646420E+02
 7.73476730E-02,  2.29190530E-01,  6.36724830E-02, -4.47600100E+03, -9.95798520E+02
 7.77517110E-02,  2.30885390E-01,  6.33424970E-02, -3.47685670E+03, -1.36813720E+03
 7.81483050E-02,  2.32575680E-01,  6.29812260E-02, -3.00505000E+03, -1.61287480E+03
 7.83416110E-02,  2.33405520E-01,  6.27911980E-02, -3.16321140E+03, -1.71695950E+03
 7.84631600E-02,  2.33926300E-01,  6.26677720E-02, -3.46775880E+03, -1.66378120E+03
 7.85385890E-02,  2.34253380E-01,  6.25878500E-02, -3.56889400E+03, -1.63884240E+03
 7.85863180E-02,  2.34458820E-01,  6.25371560E-02, -3.55328470E+03, -1.65974650E+03
 7.86164400E-02,  2.34587910E-01,  6.25051110E-02, -3.54616550E+03, -1.67766980E+03
 7.86354320E-02,  2.34669040E-01,  6.24848900E-02, -3.55261940E+03, -1.68571780E+03
 7.86473900E-02,  2.34720040E-01,  6.24721500E-02, -3.55633670E+03, -1.69231710E+03
 7.86549150E-02,  2.34752090E-01,  6.24641290E-02, -3.55399760E+03, -1.70141390E+03
 7.86596460E-02,  2.34772240E-01,  6.24590810E-02, -3.55059840E+03, -1.71107260E+03
 7.86626260E-02,  2.34784900E-01,  6.24559070E-02, -3.54635500E+03, -1.71850930E+03
 7.86644970E-02,  2.34792860E-01,  6.24539140E-02, -3.55000660E+03, -1.71233010E+03
 7.86656740E-02,  2.34797870E-01,  6.24526550E-02, -3.56236940E+03, -1.71324900E+03
 1.32419860E-03,  9.61460320E-02,  1.60751210E-03, -1.27593640E+02,  7.71433960E+02
 1.32418210E-03,  9.61528270E-02,  1.60819340E-03, -1.27643230E+02,  7.71323060E+02
 1.32415580E-03,  9.61635930E-02,  1.60927370E-03, -1.27515560E+02,  7.71112180E+02
 1.32411310E-03,  9.61806630E-02,  1.61098750E-03, -1.27207780E+02,  7.71105220E+02
 1.32404360E-03,  9.62077380E-02,  1.61370620E-03, -1.21806880E+02,  7.72343990E+02
 1.32392820E-03,  9.62506610E-02,  1.61802060E-03, -1.22191640E+02,  7.70868900E+02
 1.32373280E-03,  9.63187370E-02,  1.62487000E-03, -1.34477890E+02,  7.62985230E+02
 1.32339170E-03,  9.64266730E-02,  1.63575130E-03, -1.43911060E+02,  7.51464170E+02
 1.32277220E-03,  9.65978280E-02,  1.65305650E-03, -1.18173310E+02,  7.47088560E+02
 1.32159450E-03,  9.68692080E-02,  1.68062370E-03, -9.40546880E+01,  7.41169010E+02
 1.31926450E-03,  9.72994940E-02,  1.72468790E-03, -1.37205140E+02,  7.17727110E+02
 1.31495040E-03,  9.79816090E-02,  1.79622160E-03, -2.00938050E+02,  7.10109250E+02
 1.30590820E-03,  9.90628900E-02,  1.91264260E-03, -2.35968780E+02,  7.13692750E+02
 1.28155280E-03,  1.01177750E-01,  2.15157770E-03, -2.49349990E+02,  7.38485050E+02
 1.24964650E-03,  1.03290860E-01,  2.40472470E-03, -2.65498570E+02,  7.51248780E+02
 1.20993630E-03,  1.05402380E-01,  2.66885690E-03, -2.78368990E+02,  7.63078670E+02
 1.15289920E-03,  1.07513410E-01,  2.92711890E-03, -2.94049900E+02,  7.74172610E+02
 1.10385920E-03,  1.09626250E-01,  3.20342900E-03, -3.08169040E+02,  7.84828190E+02
 1.06397900E-03,  1.11737020E-01,  3.49734120E-03, -3.22216400E+02,  7.95566410E+02
 1.02373490E-03,  1.13846260E-01,  3.80204340E-03, -3.34612980E+02,  8.07575930E+02
 9.85557100E-04,  1.15953870E-01,  4.11811940E-03, -3.45440610E+02,  8.19593510E+02
 9.48139470E-04,  1.18060730E-01,  4.44085940E-03, -3.53449890E+02,  8.32637940E+02
 9.14019710E-04,  1.20167810E-01,  4.77125590E-03, -3.60436830E+02,  8.45573000E+02
 8.74784080E-04,  1.22274170E-01,  5.11103310E-03, -3.64721010E+02,  8.57662720E+02
 8.35603860E-04,  1.24379090E-01,  5.45961130E-03, -3.64510960E+02,  8.71018250E+02
 7.97054960E-04,  1.26482930E-01,  5.81474740E-03, -3.61186340E+02,  8.85054750E+02
 7.78529500E-04,  1.28581200E-01,  6.20688870E-03, -3.54194550E+02,  8.99206120E+02
 7.74569810E-04,  1.30674380E-01,  6.63176370E-03, -3.46823700E+02,  9.13240480E+02
 7.61702370E-04,  1.32766320E-01,  7.06093430E-03, -3.28221440E+02,  9.27157100E+02
 7.59237560E-04,  1.34858240E-01,  7.49030290E-03, -3.11640260E+02,  9.44715520E+02
 7.47539040E-04,  1.36948810E-01,  7.92077930E-03, -2.88488160E+02,  9.58988710E+02
 7.19648610E-04,  1.39039470E-01,  8.34790060E-03, -2.57978730E+02,  9.73797060E+02
 6.74406240E-04,  1.41131060E-01,  8.76893940E-03, -2.19797360E+02,  9.93533330E+02
 5.76638270E-04,  1.43179340E-01,  9.12612490E-03, -1.73253680E+02,  1.01246000E+03
 4.33070730E-04,  1.45223170E-01,  9.43694730E-03, -1.19344120E+02,  1.03042190E+03
 2.79485630E-04,  1.47269380E-01,  9.72627660E-03, -4.95724640E+01,  1.05407170E+03
 1.26720640E-04,  1.49314390E-01,  1.00234080E-02,  3.55921480E+01,  1.07130620E+03
-3.17615950E-06,  1.51356550E-01,  1.03510460E-02,  1.27532530E+02,  1.08615320E+03
-1.35787850E-04,  1.53389290E-01,  1.06733250E-02,  2.33888490E+02,  1.10333700E+03
-2.65594750E-04,  1.55399170E-01,  1.09914140E-02,  3.53943330E+02,  1.12389660E+03
-3.89590830E-04,  1.57409000E-01,  1.13120190E-02,  4.92048220E+02,  1.14751000E+03
-5.25731940E-04,  1.59422260E-01,  1.16008180E-02,  6.46342900E+02,  1.17937670E+03
-6.78234210E-04,  1.61438000E-01,  1.18647530E-02,  8.17056090E+02,  1.21878670E+03
-8.14854520E-04,  1.63453890E-01,  1.21362130E-02,  9.84652340E+02,  1.25983910E+03
-9.31158310E-04,  1.65454070E-01,  1.24130210E-02,  1.14296140E+03,  1.29280940E+03
-1.02113870E-03,  1.67446110E-01,  1.26992760E-02,  1.30671610E+03,  1.31470700E+03
-1.08053490E-03,  1.69437540E-01,  1.29970910E-02,  1.47287600E+03,  1.32718510E+03
-1.12109150E-03,  1.71427760E-01,  1.33061960E-02,  1.63719810E+03,  1.33917220E+03
-1.13779190E-03,  1.73417460E-01,  1.36207070E-02,  1.79965770E+03,  1.36349670E+03
-1.13021890E-03,  1.75406620E-01,  1.39389220E-02,  1.95212880E+03,  1.36029380E+03
-1.08970550E-03,  1.77377700E-01,  1.42671250E-02,  2.09923390E+03,  1.33500950E+03
-1.03614390E-03,  1.79348470E-01,  1.45914460E-02,  2.23410330E+03,  1.28013760E+03
-9.73806600E-04,  1.81320000E-01,  1.49096630E-02,  2.33824510E+03,  1.19566750E+03
-9.02969330E-04,  1.83292720E-01,  1.52184130E-02,  2.41349000E+03,  1.10745460E+03
-8.26674980E-04,  1.85266570E-01,  1.55186870E-02,  2.48584690E+03,  1.00978450E+03
-7.32734220E-04,  1.87233900E-01,  1.58233470E-02,  2.53460770E+03,  9.07244320E+02
-6.36077310E-04,  1.89183320E-01,  1.61196760E-02,  2.60289450E+03,  8.19329100E+02
-5.35830160E-04,  1.91133280E-01,  1.64114130E-02,  2.68813160E+03,  7.26294490E+02
-4.31808850E-04,  1.93083570E-01,  1.66994090E-02,  2.83859400E+03,  6.36926760E+02
-3.23928890E-04,  1.95033950E-01,  1.69855370E-02,  3.09003220E+03,  5.56191280E+02
-2.11699910E-04,  1.96984110E-01,  1.72713790E-02,  3.47660380E+03,  4.85246400E+02
