[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 23585
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1679.99817 [s^-1 rad]
Frequency          = 534.760010 [Hz]
Engine Order       = 2

[Spatial Fields]
x, y, z

[Data]
x [ m ], y [ m ], z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
-9.38819070E-05,  1.98925880E-01,  1.75558830E-02,  3.99579150E+03,  4.65756070E+02
-3.59730190E-06,  2.00860370E-01,  1.78154800E-02,  4.63600050E+03,  5.08630710E+02
 9.39713430E-05,  2.02794090E-01,  1.80781930E-02,  5.32678420E+03,  6.59686340E+02
 2.01439570E-04,  2.04726470E-01,  1.83468350E-02,  6.02393160E+03,  9.07881710E+02
 3.21206930E-04,  2.06656960E-01,  1.86238200E-02,  6.65184280E+03,  1.23397490E+03
 4.53541000E-04,  2.08585630E-01,  1.89076510E-02,  7.20885990E+03,  1.64404750E+03
 6.01136590E-04,  2.10508510E-01,  1.92009400E-02,  7.65573140E+03,  2.06851980E+03
 7.71961870E-04,  2.12424460E-01,  1.95073540E-02,  7.94439400E+03,  2.50447850E+03
 9.53411860E-04,  2.14338910E-01,  1.98171330E-02,  8.17273490E+03,  2.89237010E+03
 1.14502400E-03,  2.16252100E-01,  2.01285390E-02,  8.36672170E+03,  3.14630810E+03
 1.34623190E-03,  2.18164320E-01,  2.04398220E-02,  8.56547660E+03,  3.21190700E+03
 1.55625610E-03,  2.20075920E-01,  2.07491850E-02,  8.70289650E+03,  3.11512670E+03
 1.77220910E-03,  2.21978370E-01,  2.10545990E-02,  8.80897070E+03,  2.92796000E+03
 1.99192110E-03,  2.23875750E-01,  2.13564450E-02,  8.86094430E+03,  2.69358810E+03
 2.21985600E-03,  2.25771990E-01,  2.16590760E-02,  8.94669140E+03,  2.45628810E+03
 2.44846540E-03,  2.27668600E-01,  2.19589750E-02,  9.06317480E+03,  2.21498750E+03
 2.67408580E-03,  2.29566170E-01,  2.22550460E-02,  9.22446390E+03,  2.02518100E+03
 2.89387580E-03,  2.31465040E-01,  2.25470700E-02,  9.46183200E+03,  1.89393660E+03
 3.10350680E-03,  2.33355310E-01,  2.28330880E-02,  9.82740530E+03,  1.83281450E+03
 3.30461680E-03,  2.35242620E-01,  2.31148040E-02,  1.03164710E+04,  1.84222560E+03
 3.52989630E-03,  2.37125080E-01,  2.34119370E-02,  1.10534290E+04,  1.96162110E+03
 3.75412520E-03,  2.39007550E-01,  2.37107560E-02,  1.18417800E+04,  2.14136300E+03
 3.96832960E-03,  2.40891560E-01,  2.40071170E-02,  1.25329590E+04,  2.31631910E+03
 4.17036420E-03,  2.42777320E-01,  2.43007890E-02,  1.28624920E+04,  2.45386650E+03
 4.36091140E-03,  2.44651440E-01,  2.45919750E-02,  1.25947140E+04,  2.49499340E+03
 4.51496760E-03,  2.46525420E-01,  2.48689170E-02,  1.15562600E+04,  2.34246900E+03
 4.61198160E-03,  2.48406830E-01,  2.51227240E-02,  1.02396360E+04,  2.11405740E+03
 4.69430540E-03,  2.50288840E-01,  2.53769290E-02,  9.00601660E+03,  1.81926380E+03
 4.76025980E-03,  2.52171400E-01,  2.56315150E-02,  8.18919040E+03,  1.71978220E+03
 4.78686250E-03,  2.53098220E-01,  2.57573090E-02,  8.21544040E+03,  1.88006970E+03
 4.80191360E-03,  2.53680880E-01,  2.58367680E-02,  8.34232620E+03,  2.06534280E+03
 4.81001010E-03,  2.54047270E-01,  2.58865240E-02,  8.35896190E+03,  2.09894340E+03
 4.81501920E-03,  2.54277560E-01,  2.59179640E-02,  8.28233890E+03,  2.10431980E+03
 4.81813590E-03,  2.54422340E-01,  2.59377920E-02,  8.09400880E+03,  2.05236820E+03
 4.82008280E-03,  2.54513380E-01,  2.59502850E-02,  7.82024510E+03,  1.97386960E+03
 4.82130190E-03,  2.54570600E-01,  2.59581470E-02,  7.42012010E+03,  1.83637290E+03
 4.82206610E-03,  2.54606570E-01,  2.59630920E-02,  6.88135790E+03,  1.63836270E+03
 4.82254620E-03,  2.54629190E-01,  2.59662050E-02,  6.17509080E+03,  1.38767290E+03
 4.82284740E-03,  2.54643410E-01,  2.59681600E-02,  5.17441650E+03,  1.04726950E+03
 4.82303650E-03,  2.54652350E-01,  2.59693920E-02,  3.59752760E+03,  4.03532200E+02
 4.82315480E-03,  2.54657950E-01,  2.59701650E-02, -8.97176880E+02, -1.63453930E+03
 1.14894010E-03,  9.60857200E-02,  1.32996320E-03, -1.47000260E+02,  7.87060180E+02
 1.14892000E-03,  9.60925070E-02,  1.33064130E-03, -1.47050740E+02,  7.86967530E+02
 1.14888790E-03,  9.61032730E-02,  1.33171700E-03, -1.46690170E+02,  7.86807250E+02
 1.14883620E-03,  9.61203430E-02,  1.33342310E-03, -1.46117050E+02,  7.86643430E+02
 1.14875220E-03,  9.61474110E-02,  1.33612970E-03, -1.39640430E+02,  7.88320620E+02
 1.14861390E-03,  9.61903330E-02,  1.34042500E-03, -1.41277300E+02,  7.86142520E+02
 1.14838200E-03,  9.62583940E-02,  1.34724410E-03, -1.55078950E+02,  7.77134340E+02
 1.14798280E-03,  9.63663160E-02,  1.35807770E-03, -1.61388660E+02,  7.64293640E+02
 1.14727100E-03,  9.65374340E-02,  1.37530740E-03, -1.28163590E+02,  7.60496090E+02
 1.14594540E-03,  9.68087690E-02,  1.40275580E-03, -1.13213970E+02,  7.51226260E+02
 1.14337860E-03,  9.72389800E-02,  1.44663430E-03, -1.65712100E+02,  7.25386230E+02
 1.13868520E-03,  9.79209770E-02,  1.51788320E-03, -2.29316790E+02,  7.24623840E+02
 1.12901790E-03,  9.90020630E-02,  1.63385530E-03, -2.67769740E+02,  7.33796260E+02
 1.10340490E-03,  1.01116550E-01,  1.87198680E-03, -2.69735780E+02,  7.60717530E+02
 1.07018650E-03,  1.03229260E-01,  2.12440130E-03, -2.81259830E+02,  7.73877990E+02
 1.02903240E-03,  1.05340290E-01,  2.38773410E-03, -2.91752440E+02,  7.85807010E+02
 9.69807790E-04,  1.07450190E-01,  2.64419240E-03, -3.06334590E+02,  7.95686220E+02
 9.18611070E-04,  1.09562170E-01,  2.91836700E-03, -3.19605190E+02,  8.05888670E+02
 8.76724950E-04,  1.11672190E-01,  3.20989430E-03, -3.33122960E+02,  8.17165340E+02
 8.34419570E-04,  1.13780670E-01,  3.51229330E-03, -3.45343990E+02,  8.29621700E+02
 7.94168740E-04,  1.15887530E-01,  3.82619300E-03, -3.55316680E+02,  8.42324830E+02
 7.54870180E-04,  1.17993870E-01,  4.14722090E-03, -3.63271550E+02,  8.54674800E+02
 7.19045230E-04,  1.20100860E-01,  4.47635260E-03, -3.68231320E+02,  8.67749690E+02
 6.77908250E-04,  1.22207390E-01,  4.81472490E-03, -3.70547180E+02,  8.79424320E+02
 6.36633780E-04,  1.24312490E-01,  5.16189770E-03, -3.68984860E+02,  8.92792360E+02
 5.96059200E-04,  1.26416500E-01,  5.51575050E-03, -3.62976320E+02,  9.06201050E+02
 5.75646350E-04,  1.28515410E-01,  5.90689760E-03, -3.54460820E+02,  9.20619570E+02
 5.70035950E-04,  1.30609560E-01,  6.33118720E-03, -3.41686830E+02,  9.33203120E+02
 5.55572270E-04,  1.32701980E-01,  6.75979020E-03, -3.27183040E+02,  9.46258120E+02
 5.50253550E-04,  1.34794220E-01,  7.18915840E-03, -3.08374880E+02,  9.64639890E+02
 5.35365430E-04,  1.36885200E-01,  7.61936470E-03, -2.84917970E+02,  9.79013790E+02
 5.04191090E-04,  1.38976260E-01,  8.04623870E-03, -2.53046950E+02,  9.93109130E+02
 4.55686710E-04,  1.41068160E-01,  8.46718900E-03, -2.12220370E+02,  1.01102970E+03
 3.55391560E-04,  1.43118320E-01,  8.82566160E-03, -1.64891880E+02,  1.02912840E+03
 2.09987470E-04,  1.45162670E-01,  9.13838200E-03, -1.09175550E+02,  1.04604330E+03
 5.25573230E-05,  1.47209090E-01,  9.43074650E-03, -3.98615570E+01,  1.06790230E+03
-1.04430170E-04,  1.49254550E-01,  9.73052250E-03,  4.57332150E+01,  1.08520890E+03
-2.39201950E-04,  1.51297700E-01,  1.00601170E-02,  1.37018510E+02,  1.09858560E+03
-3.76719810E-04,  1.53332190E-01,  1.03844520E-02,  2.43024640E+02,  1.11257180E+03
-5.11396210E-04,  1.55343920E-01,  1.07045490E-02,  3.63624660E+02,  1.13031820E+03
-6.40286190E-04,  1.57355620E-01,  1.10270900E-02,  5.03970890E+02,  1.15484570E+03
-7.80543660E-04,  1.59370380E-01,  1.13188860E-02,  6.62690490E+02,  1.18961660E+03
-9.36096710E-04,  1.61387280E-01,  1.15867100E-02,  8.37146730E+02,  1.22746570E+03
-1.07570630E-03,  1.63404330E-01,  1.18620030E-02,  1.00672240E+03,  1.26482710E+03
-1.19491010E-03,  1.65406330E-01,  1.21426900E-02,  1.16117240E+03,  1.29432510E+03
-1.28770000E-03,  1.67399910E-01,  1.24327300E-02,  1.32485530E+03,  1.31358570E+03
-1.34981060E-03,  1.69392870E-01,  1.27343100E-02,  1.49143020E+03,  1.33093470E+03
-1.39246460E-03,  1.71384720E-01,  1.30465890E-02,  1.65831350E+03,  1.34856400E+03
-1.41102630E-03,  1.73376110E-01,  1.33642170E-02,  1.82258300E+03,  1.37004920E+03
-1.40536110E-03,  1.75367000E-01,  1.36853670E-02,  1.97413350E+03,  1.34528260E+03
-1.36801260E-03,  1.77339550E-01,  1.40151420E-02,  2.11141060E+03,  1.30164250E+03
-1.31748900E-03,  1.79311560E-01,  1.43409870E-02,  2.24589770E+03,  1.23608480E+03
-1.25805320E-03,  1.81284320E-01,  1.46607150E-02,  2.34558670E+03,  1.14279480E+03
-1.19027810E-03,  1.83258300E-01,  1.49710850E-02,  2.40076320E+03,  1.02996670E+03
-1.11707060E-03,  1.85233410E-01,  1.52730080E-02,  2.45723290E+03,  9.08098750E+02
-1.02531650E-03,  1.87202420E-01,  1.55799810E-02,  2.49424980E+03,  7.86009770E+02
-9.30788690E-04,  1.89153250E-01,  1.58785130E-02,  2.55759080E+03,  6.86987550E+02
-8.32621470E-04,  1.91104590E-01,  1.61724410E-02,  2.66582370E+03,  5.89845950E+02
-7.30671630E-04,  1.93056300E-01,  1.64626110E-02,  2.85590160E+03,  4.94693150E+02
-6.24845330E-04,  1.95008110E-01,  1.67507750E-02,  3.16388430E+03,  4.13127410E+02
-5.14643730E-04,  1.96959750E-01,  1.70384610E-02,  3.61523270E+03,  3.53947390E+02
-3.98832960E-04,  1.98903290E-01,  1.73248370E-02,  4.20186820E+03,  3.63864780E+02
-3.08977670E-04,  2.00839190E-01,  1.75874180E-02,  4.88995170E+03,  4.53531010E+02
-2.11752880E-04,  2.02774300E-01,  1.78531020E-02,  5.60360890E+03,  6.69480710E+02
-1.04584780E-04,  2.04708080E-01,  1.81246600E-02,  6.30411720E+03,  9.82162110E+02
 1.49571500E-05,  2.06639950E-01,  1.84045450E-02,  6.89968310E+03,  1.36427450E+03
 1.46995270E-04,  2.08569990E-01,  1.86913550E-02,  7.42509130E+03,  1.82679570E+03
 2.94088090E-04,  2.10494430E-01,  1.89873930E-02,  7.80697310E+03,  2.28568070E+03
 4.63258330E-04,  2.12412250E-01,  1.92957050E-02,  7.94935840E+03,  2.71168730E+03
 6.43130970E-04,  2.14328560E-01,  1.96073730E-02,  8.01349800E+03,  3.03295240E+03
 8.33235220E-04,  2.16243610E-01,  1.99206600E-02,  8.02981740E+03,  3.17909740E+03
 1.03299620E-03,  2.18157710E-01,  2.02338120E-02,  7.99409030E+03,  3.13803590E+03
 1.24156820E-03,  2.20071180E-01,  2.05450730E-02,  7.87553760E+03,  2.95345610E+03
 1.45606020E-03,  2.21975220E-01,  2.08523250E-02,  7.72518850E+03,  2.68642040E+03
 1.67435800E-03,  2.23873940E-01,  2.11559650E-02,  7.54305180E+03,  2.39304080E+03
 1.90017900E-03,  2.25771670E-01,  2.14599180E-02,  7.42104490E+03,  2.11425980E+03
 2.12653030E-03,  2.27669790E-01,  2.17610190E-02,  7.35991750E+03,  1.83443100E+03
 2.34993340E-03,  2.29568850E-01,  2.20582840E-02,  7.35832860E+03,  1.60488170E+03
 2.56750380E-03,  2.31469240E-01,  2.23514980E-02,  7.47289990E+03,  1.42755460E+03
 2.77485700E-03,  2.33360830E-01,  2.26386820E-02,  7.75728860E+03,  1.33160020E+03
 2.97369990E-03,  2.35249330E-01,  2.29215440E-02,  8.23230270E+03,  1.30803810E+03
 3.19773820E-03,  2.37133010E-01,  2.32204240E-02,  9.09457810E+03,  1.44447750E+03
 3.42103720E-03,  2.39016700E-01,  2.35211870E-02,  1.01395760E+04,  1.68616610E+03
 3.63430990E-03,  2.40901920E-01,  2.38195210E-02,  1.12115210E+04,  1.96870690E+03
 3.83538920E-03,  2.42788850E-01,  2.41152010E-02,  1.19560940E+04,  2.23207250E+03
 4.02506580E-03,  2.44664160E-01,  2.44083290E-02,  1.20716790E+04,  2.40818870E+03
 4.17932080E-03,  2.46539160E-01,  2.46878210E-02,  1.13467630E+04,  2.38879610E+03
 4.27863930E-03,  2.48421250E-01,  2.49453430E-02,  1.02285260E+04,  2.26321660E+03
 4.36326160E-03,  2.50303920E-01,  2.52033210E-02,  9.03359860E+03,  2.01816640E+03
 4.43149030E-03,  2.52187160E-01,  2.54617450E-02,  8.19488960E+03,  1.91222600E+03
 4.45920790E-03,  2.53114310E-01,  2.55894570E-02,  8.12995020E+03,  2.05893750E+03
 4.47495330E-03,  2.53697160E-01,  2.56701300E-02,  8.28602930E+03,  2.28880660E+03
 4.48348750E-03,  2.54063670E-01,  2.57206560E-02,  8.33892190E+03,  2.34479830E+03
 4.48877040E-03,  2.54294040E-01,  2.57525800E-02,  8.28380180E+03,  2.35563890E+03
 4.49205940E-03,  2.54438880E-01,  2.57727130E-02,  8.10706010E+03,  2.29784670E+03
 4.49411430E-03,  2.54529920E-01,  2.57853980E-02,  7.84291500E+03,  2.20941990E+03
 4.49540140E-03,  2.54587170E-01,  2.57933810E-02,  7.45251120E+03,  2.05840230E+03
 4.49620790E-03,  2.54623140E-01,  2.57984030E-02,  6.91561280E+03,  1.83730900E+03
 4.49671460E-03,  2.54645760E-01,  2.58015620E-02,  6.20495900E+03,  1.54996400E+03
 4.49703260E-03,  2.54660010E-01,  2.58035490E-02,  5.19619140E+03,  1.15463120E+03
 4.49723280E-03,  2.54668950E-01,  2.58047990E-02,  3.60189770E+03,  4.32006470E+02
 4.49735760E-03,  2.54674550E-01,  2.58055830E-02, -8.25318480E+02, -1.74014040E+03
 9.94760430E-04,  9.60325000E-02,  1.08623470E-03, -1.73599750E+02,  7.99853090E+02
 9.94736560E-04,  9.60392880E-02,  1.08690980E-03, -1.73622830E+02,  7.99734190E+02
 9.94698380E-04,  9.60500540E-02,  1.08798020E-03, -1.72942730E+02,  7.99559880E+02
 9.94637030E-04,  9.60671160E-02,  1.08967840E-03, -1.71700700E+02,  7.99803470E+02
 9.94537720E-04,  9.60941840E-02,  1.09237230E-03, -1.63561950E+02,  8.02459230E+02
 9.94375210E-04,  9.61370920E-02,  1.09664760E-03, -1.66709810E+02,  7.99598330E+02
 9.94104890E-04,  9.62051450E-02,  1.10343510E-03, -1.80719190E+02,  7.89440430E+02
 9.93644590E-04,  9.63130440E-02,  1.11421830E-03, -1.81018230E+02,  7.75485660E+02
 9.92835500E-04,  9.64841400E-02,  1.13136870E-03, -1.43474320E+02,  7.70029170E+02
 9.91354700E-04,  9.67554300E-02,  1.15869180E-03, -1.41505910E+02,  7.60679500E+02
 9.88539540E-04,  9.71855600E-02,  1.20237410E-03, -2.08254120E+02,  7.39796390E+02
 9.83449860E-04,  9.78674440E-02,  1.27331970E-03, -2.63038270E+02,  7.42605350E+02
 9.73134480E-04,  9.89483450E-02,  1.38881290E-03, -3.05207460E+02,  7.60869380E+02
 9.46225710E-04,  1.01062450E-01,  1.62607130E-03, -3.03133420E+02,  7.89525570E+02
 9.11665670E-04,  1.03174800E-01,  1.87767390E-03, -3.08358730E+02,  8.02427860E+02
 8.69054810E-04,  1.05285360E-01,  2.14014320E-03, -3.13200680E+02,  8.12802060E+02
 8.07740260E-04,  1.07394220E-01,  2.39493020E-03, -3.24148740E+02,  8.21085330E+02
 7.54565350E-04,  1.09505390E-01,  2.66708530E-03, -3.34020690E+02,  8.29723750E+02
 7.10921070E-04,  1.11614710E-01,  2.95631520E-03, -3.44555760E+02,  8.39234500E+02
 6.66804730E-04,  1.13722500E-01,  3.25649090E-03, -3.55814510E+02,  8.50330630E+02
 6.24728970E-04,  1.15828650E-01,  3.56828170E-03, -3.64740940E+02,  8.62134030E+02
 5.83763000E-04,  1.17934500E-01,  3.88759860E-03, -3.72974580E+02,  8.74179810E+02
 5.46415630E-04,  1.20041380E-01,  4.21540720E-03, -3.77495390E+02,  8.86847530E+02
 5.03530550E-04,  1.22148010E-01,  4.55236810E-03, -3.78880370E+02,  8.99323430E+02
 4.60308310E-04,  1.24253240E-01,  4.89814860E-03, -3.75912600E+02,  9.12413270E+02
 4.17848000E-04,  1.26357350E-01,  5.25071660E-03, -3.67734710E+02,  9.26244570E+02
 3.95488610E-04,  1.28456740E-01,  5.64058080E-03, -3.56549470E+02,  9.41799740E+02
 3.87986480E-04,  1.30551620E-01,  6.06373320E-03, -3.42473750E+02,  9.54172420E+02
 3.71682170E-04,  1.32644310E-01,  6.49121310E-03, -3.28980870E+02,  9.68149170E+02
 3.63412980E-04,  1.34736720E-01,  6.91995630E-03, -3.07242860E+02,  9.84108890E+02
 3.46109210E-04,  1.36828170E-01,  7.35050770E-03, -2.83073550E+02,  9.98497310E+02
 3.12797930E-04,  1.38919800E-01,  7.77822590E-03, -2.50595410E+02,  1.01179890E+03
 2.62194690E-04,  1.41012210E-01,  8.20014910E-03, -2.08260800E+02,  1.02776140E+03
 1.59964050E-04,  1.43064130E-01,  8.56012010E-03, -1.60495910E+02,  1.04721390E+03
 1.28618460E-05,  1.45108910E-01,  8.87436700E-03, -9.99145200E+01,  1.06301650E+03
-1.48044900E-04,  1.47155460E-01,  9.16926380E-03, -3.07377780E+01,  1.08319010E+03
-3.08761170E-04,  1.49201300E-01,  9.47139040E-03,  5.38757930E+01,  1.10174680E+03
-4.47599280E-04,  1.51245390E-01,  9.80302600E-03,  1.46549470E+02,  1.11547310E+03
-5.89207510E-04,  1.53281480E-01,  1.01294880E-02,  2.51657910E+02,  1.12681100E+03
-7.27939240E-04,  1.55294880E-01,  1.04516610E-02,  3.73056850E+02,  1.14047180E+03
-8.60900970E-04,  1.57308280E-01,  1.07762110E-02,  5.16215880E+02,  1.16491970E+03
-1.00472260E-03,  1.59324380E-01,  1.10707680E-02,  6.76720700E+02,  1.20013330E+03
-1.16306210E-03,  1.61342290E-01,  1.13419680E-02,  8.49496150E+02,  1.23154100E+03
-1.30540760E-03,  1.63360370E-01,  1.16205890E-02,  1.02388160E+03,  1.26274610E+03
-1.42727310E-03,  1.65363920E-01,  1.19046490E-02,  1.18329900E+03,  1.29876430E+03
-1.52264230E-03,  1.67358890E-01,  1.21979870E-02,  1.34835940E+03,  1.32039510E+03
-1.58724330E-03,  1.69353170E-01,  1.25028560E-02,  1.51337260E+03,  1.34889580E+03
-1.63181750E-03,  1.71346460E-01,  1.28178750E-02,  1.68411210E+03,  1.36491020E+03
-1.65208010E-03,  1.73339310E-01,  1.31381800E-02,  1.84538710E+03,  1.36656340E+03
-1.64815840E-03,  1.75331710E-01,  1.34618490E-02,  1.99540100E+03,  1.31796960E+03
-1.61366610E-03,  1.77305620E-01,  1.37929490E-02,  2.11893410E+03,  1.25935710E+03
-1.56588700E-03,  1.79278760E-01,  1.41200750E-02,  2.24846240E+03,  1.19170040E+03
-1.50907590E-03,  1.81252670E-01,  1.44410750E-02,  2.33509250E+03,  1.08195670E+03
-1.44406660E-03,  1.83227810E-01,  1.47528120E-02,  2.37291890E+03,  9.51321590E+02
-1.37365060E-03,  1.85204070E-01,  1.50561290E-02,  2.40837720E+03,  8.09259340E+02
-1.28403130E-03,  1.87174510E-01,  1.53649540E-02,  2.43686670E+03,  6.78586490E+02
-1.19158750E-03,  1.89126510E-01,  1.56652500E-02,  2.49876250E+03,  5.63841310E+02
-1.09546360E-03,  1.91079020E-01,  1.59609340E-02,  2.65143770E+03,  4.59588530E+02
-9.95552170E-04,  1.93031910E-01,  1.62528460E-02,  2.90593120E+03,  3.56294560E+02
-8.91752020E-04,  1.94984910E-01,  1.65426340E-02,  3.29826560E+03,  2.82516940E+02
-7.83556200E-04,  1.96937780E-01,  1.68317800E-02,  3.82523750E+03,  2.52998760E+02
-6.69735190E-04,  1.98882850E-01,  1.71196440E-02,  4.47415330E+03,  3.06312710E+02
-5.80471770E-04,  2.00819970E-01,  1.73847020E-02,  5.19753610E+03,  4.45528050E+02
-4.83765790E-04,  2.02756320E-01,  1.76528600E-02,  5.92313380E+03,  7.23538150E+02
-3.77079850E-04,  2.04691320E-01,  1.79268460E-02,  6.62085740E+03,  1.09975310E+03
-2.57955540E-04,  2.06624400E-01,  1.82091410E-02,  7.17634960E+03,  1.53473240E+03
-1.26401620E-04,  2.08555650E-01,  1.84984410E-02,  7.65497070E+03,  2.04525510E+03
 2.00159650E-05,  2.10481490E-01,  1.87967640E-02,  7.96240820E+03,  2.52818730E+03
 1.87459370E-04,  2.12400970E-01,  1.91065950E-02,  7.96282180E+03,  2.90699240E+03
 3.65672250E-04,  2.14318950E-01,  1.94197760E-02,  7.84407960E+03,  3.12780980E+03
 5.54176750E-04,  2.16235650E-01,  1.97345710E-02,  7.64447170E+03,  3.13806270E+03
 7.52390480E-04,  2.18151420E-01,  2.00492220E-02,  7.31524900E+03,  2.96654540E+03
 9.59406080E-04,  2.20066560E-01,  2.03620180E-02,  6.89864790E+03,  2.67329490E+03
 1.17233230E-03,  2.21972020E-01,  2.06707550E-02,  6.46374220E+03,  2.32726950E+03
 1.38910560E-03,  2.23871930E-01,  2.09758450E-02,  6.04954000E+03,  1.97156350E+03
 1.61278550E-03,  2.25771000E-01,  2.12808360E-02,  5.73339790E+03,  1.65864750E+03
 1.83686750E-03,  2.27670480E-01,  2.15828740E-02,  5.50891940E+03,  1.35368920E+03
 2.05803690E-03,  2.29570910E-01,  2.18810720E-02,  5.37030910E+03,  1.09878030E+03
 2.27337240E-03,  2.31472640E-01,  2.21752100E-02,  5.37947120E+03,  8.88929870E+02
 2.47844380E-03,  2.33365420E-01,  2.24632960E-02,  5.57591850E+03,  7.47699770E+02
 2.67501380E-03,  2.35254990E-01,  2.27470380E-02,  6.01166110E+03,  6.95829410E+02
 2.89747120E-03,  2.37139790E-01,  2.30472130E-02,  6.95116700E+03,  8.22284360E+02
 3.11940280E-03,  2.39024610E-01,  2.33494120E-02,  8.18369480E+03,  1.10252720E+03
 3.33130290E-03,  2.40910930E-01,  2.36492140E-02,  9.59866500E+03,  1.49681420E+03
 3.53098470E-03,  2.42798950E-01,  2.39464010E-02,  1.08198120E+04,  1.91774930E+03
 3.71933800E-03,  2.44675370E-01,  2.42409930E-02,  1.14031910E+04,  2.27158450E+03
 3.87297690E-03,  2.46551320E-01,  2.45223640E-02,  1.10908300E+04,  2.43185670E+03
 3.97307800E-03,  2.48434100E-01,  2.47825660E-02,  1.02416960E+04,  2.42261470E+03
 4.05846910E-03,  2.50317450E-01,  2.50432960E-02,  9.13598440E+03,  2.25612650E+03
 4.12743540E-03,  2.52201380E-01,  2.53045450E-02,  8.27830180E+03,  2.14894630E+03
 4.15550920E-03,  2.53128860E-01,  2.54336800E-02,  8.06179050E+03,  2.24917260E+03
 4.17147110E-03,  2.53711910E-01,  2.55152560E-02,  8.22830570E+03,  2.53555470E+03
 4.18014220E-03,  2.54078540E-01,  2.55663580E-02,  8.35121090E+03,  2.61364530E+03
 4.18551030E-03,  2.54309000E-01,  2.55986450E-02,  8.30894530E+03,  2.63327510E+03
 4.18885190E-03,  2.54453870E-01,  2.56190080E-02,  8.13615620E+03,  2.56918430E+03
 4.19094040E-03,  2.54544970E-01,  2.56318360E-02,  7.87588820E+03,  2.46942720E+03
 4.19224800E-03,  2.54602220E-01,  2.56399080E-02,  7.49623240E+03,  2.30764180E+03
 4.19306760E-03,  2.54638220E-01,  2.56449880E-02,  6.96719820E+03,  2.06751860E+03
 4.19358260E-03,  2.54660840E-01,  2.56481840E-02,  6.26040040E+03,  1.74966270E+03
 4.19390570E-03,  2.54675090E-01,  2.56501940E-02,  5.25342040E+03,  1.30727000E+03
 4.19410880E-03,  2.54684030E-01,  2.56514570E-02,  3.66405370E+03,  5.18200810E+02
 4.19423590E-03,  2.54689630E-01,  2.56522500E-02, -7.20959290E+02, -1.80910880E+03
 8.57806820E-04,  9.59850250E-02,  8.69747310E-04, -2.12397290E+02,  8.06408940E+02
 8.57778420E-04,  9.59918050E-02,  8.70418150E-04, -2.12315320E+02,  8.06251710E+02
 8.57733020E-04,  9.60025710E-02,  8.71482250E-04, -2.11322310E+02,  8.06785710E+02
 8.57660310E-04,  9.60196330E-02,  8.73170040E-04, -2.08300980E+02,  8.06961550E+02
 8.57542910E-04,  9.60466940E-02,  8.75847760E-04, -1.97734800E+02,  8.11736450E+02
 8.57351760E-04,  9.60895940E-02,  8.80097210E-04, -2.02097960E+02,  8.08590390E+02
 8.57035920E-04,  9.61576330E-02,  8.86843710E-04, -2.14234160E+02,  7.97758240E+02
 8.56503260E-04,  9.62655100E-02,  8.97562310E-04, -2.05101290E+02,  7.82682980E+02
 8.55578980E-04,  9.64365750E-02,  9.14610280E-04, -1.65035750E+02,  7.78911010E+02
 8.53914650E-04,  9.67078130E-02,  9.41771840E-04, -1.83738010E+02,  7.71455750E+02
 8.50806360E-04,  9.71378610E-02,  9.85200050E-04, -2.63712100E+02,  7.57334900E+02
 8.45248000E-04,  9.78196110E-02,  1.05575080E-03, -3.09635740E+02,  7.64559020E+02
 8.34169970E-04,  9.89003030E-02,  1.17062070E-03, -3.46669490E+02,  7.93544680E+02
 8.05738730E-04,  1.01014000E-01,  1.40672030E-03, -3.43265500E+02,  8.25888370E+02
 7.69610340E-04,  1.03125930E-01,  1.65722200E-03, -3.46795680E+02,  8.39475950E+02
 7.25348830E-04,  1.05235990E-01,  1.91857620E-03, -3.49407260E+02,  8.49464170E+02
 6.61992180E-04,  1.07343870E-01,  2.17176140E-03, -3.57528930E+02,  8.56682370E+02
