[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 9526
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1047.19755 [s^-1 rad]
Frequency          = 401.532061 [Hz]
Nodal Diameter     = 0

[Spatial Fields]
Initial X, Initial Y, Initial Z

[Data]
Initial X [ m ], Initial Y [ m ], Initial Z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
-8.19555611E-003,  1.68720515E-001,  1.07021938E-002, -1.63922712E+001,  1.36134533E+001
-8.40766108E-003,  1.69825812E-001,  1.06248464E-002, -1.68095997E+001,  1.35080733E+001
-8.67637343E-003,  1.71242620E-001,  1.05220332E-002, -1.70905128E+001,  1.39407433E+001
-9.01608178E-003,  1.73058701E-001,  1.03846711E-002, -1.70625410E+001,  1.48780378E+001
-9.44477045E-003,  1.75386448E-001,  1.02004084E-002, -1.69249224E+001,  1.65525199E+001
-9.97740812E-003,  1.78356392E-001,  9.95814418E-003, -1.65620395E+001,  1.96923180E+001
-1.05276910E-002,  1.82188470E-001,  9.72390075E-003, -1.65336646E+001,  2.55706002E+001
-1.12180890E-002,  1.87097932E-001,  9.40604788E-003, -1.59748079E+001,  3.37613714E+001
-1.20818424E-002,  1.93403075E-001,  9.03231147E-003, -1.53550903E+001,  5.08237853E+001
-1.29373063E-002,  1.99711232E-001,  8.81116786E-003, -1.36506491E+001,  8.60474326E+001
-1.37985438E-002,  2.06015232E-001,  8.60779313E-003, -9.48696642E+000,  7.51619794E+001
-1.46647285E-002,  2.12318400E-001,  8.44020674E-003, -3.58047564E+000,  1.15512014E+002
-1.55543377E-002,  2.18618971E-001,  8.30819134E-003,  4.31491367E+000,  1.54041247E+002
-1.64932094E-002,  2.24914232E-001,  8.10476981E-003,  1.22574071E+001,  1.89875629E+002
-1.74487971E-002,  2.31210974E-001,  7.93332336E-003,  2.00422195E+001,  2.50184414E+002
-1.85112770E-002,  2.37494538E-001,  7.75895327E-003,  3.53965659E+001,  2.79077665E+002
-1.94434734E-002,  2.42895220E-001,  7.63338006E-003,  3.48945532E+001,  2.13524275E+002
-2.02650618E-002,  2.47501311E-001,  7.53635958E-003,  5.28604465E+001,  4.93136480E+002
-2.09835218E-002,  2.51415627E-001,  7.46278101E-003,  5.83899197E+001,  2.39354221E+002
-2.15956325E-002,  2.54734281E-001,  7.40803572E-003,  8.08377586E+001,  3.67165070E+002
-2.21149197E-002,  2.57540092E-001,  7.36665057E-003,  9.40589942E+001,  3.48929857E+002
-2.25508273E-002,  2.59907239E-001,  7.33608101E-003,  1.08415867E+002,  2.73322071E+002
-2.29169410E-002,  2.61899328E-001,  7.31288838E-003,  1.27300432E+002,  3.70275815E+002
-2.32248261E-002,  2.63572165E-001,  7.29473666E-003,  1.40361555E+002,  3.81286241E+002
-2.34832461E-002,  2.64974690E-001,  7.28039596E-003,  1.55779323E+002,  3.68067602E+002
-2.36997426E-002,  2.66148684E-001,  7.26897814E-003,  1.70003968E+002,  3.77486536E+002
-2.38808126E-002,  2.67129923E-001,  7.25982824E-003,  1.81964469E+002,  3.64817717E+002
-2.40320263E-002,  2.67948941E-001,  7.25245585E-003,  1.91828612E+002,  3.51797111E+002
-2.41581354E-002,  2.68631703E-001,  7.24648886E-003,  2.00542380E+002,  3.46825695E+002
-2.42631801E-002,  2.69200234E-001,  7.24164131E-003,  2.07574888E+002,  3.36679785E+002
-2.43505797E-002,  2.69673140E-001,  7.23769128E-003,  2.11861632E+002,  3.28761008E+002
-2.44232249E-002,  2.70066128E-001,  7.23446459E-003,  2.12864371E+002,  3.11172176E+002
-2.44835486E-002,  2.70392404E-001,  7.23182360E-003,  2.09638951E+002,  2.82959833E+002
-2.45335968E-002,  2.70663064E-001,  7.22965862E-003,  2.00642445E+002,  2.55566106E+002
-2.45750886E-002,  2.70887425E-001,  7.22788154E-003,  1.83003129E+002,  2.57475526E+002
-2.46094591E-002,  2.71073262E-001,  7.22642157E-003,  1.54862309E+002,  2.38604717E+002
-2.46379118E-002,  2.71227090E-001,  7.22522122E-003,  1.14107578E+002,  1.83201067E+002
-2.46614500E-002,  2.71354341E-001,  7.22423381E-003,  5.47577980E+001,  1.17721795E+002
-2.46809128E-002,  2.71459553E-001,  7.22342117E-003, -3.33485299E+001,  3.42450826E+001
-2.46969941E-002,  2.71546482E-001,  7.22275232E-003, -1.77564138E+002, -8.26031045E+001
-2.47102773E-002,  2.71618283E-001,  7.22220161E-003, -4.09519214E+002, -2.92453933E+002
-2.47212405E-002,  2.71677548E-001,  7.22174861E-003, -1.29823063E+003, -6.35986120E+002
-6.72770388E-003,  1.64862782E-001,  1.15201387E-002, -1.39819883E+001,  1.33019259E+001
-6.72969841E-003,  1.64872693E-001,  1.15195147E-002, -1.39822676E+001,  1.33034274E+001
-6.73225438E-003,  1.64885396E-001,  1.15187152E-002, -1.39795766E+001,  1.33053612E+001
-6.73553001E-003,  1.64901675E-001,  1.15176906E-002, -1.39715835E+001,  1.33070929E+001
-6.73972795E-003,  1.64922537E-001,  1.15163776E-002, -1.39588416E+001,  1.33097859E+001
-6.74510787E-003,  1.64949274E-001,  1.15146948E-002, -1.39441560E+001,  1.33140846E+001
-6.75200259E-003,  1.64983539E-001,  1.15125382E-002, -1.39299804E+001,  1.33206019E+001
-6.76083862E-003,  1.65027451E-001,  1.15097746E-002, -1.39198712E+001,  1.33279973E+001
-6.77216256E-003,  1.65083728E-001,  1.15062328E-002, -1.39056737E+001,  1.33359516E+001
-6.78667493E-003,  1.65155849E-001,  1.15016941E-002, -1.38770490E+001,  1.33444125E+001
-6.80527348E-003,  1.65248278E-001,  1.14958777E-002, -1.38320357E+001,  1.33545885E+001
-6.82910875E-003,  1.65366731E-001,  1.14884242E-002, -1.37911953E+001,  1.33653331E+001
-6.85964112E-003,  1.65518542E-001,  1.14788568E-002, -1.38156304E+001,  1.33639924E+001
-6.89869285E-003,  1.65713112E-001,  1.14665106E-002, -1.39636451E+001,  1.33673644E+001
-6.94860913E-003,  1.65962486E-001,  1.14505447E-002, -1.43362783E+001,  1.33620172E+001
-7.01236693E-003,  1.66282109E-001,  1.14298502E-002, -1.48969744E+001,  1.33587022E+001
-7.09373110E-003,  1.66691778E-001,  1.14029509E-002, -1.54936424E+001,  1.32915474E+001
-7.19744661E-003,  1.67216874E-001,  1.13678676E-002, -1.60315965E+001,  1.32146505E+001
-7.32946919E-003,  1.67889939E-001,  1.13219268E-002, -1.66189922E+001,  1.30840301E+001
-7.49723935E-003,  1.68752688E-001,  1.12614900E-002, -1.73645753E+001,  1.29303616E+001
-7.71000651E-003,  1.69858597E-001,  1.11815741E-002, -1.78257718E+001,  1.27669671E+001
-7.97921944E-003,  1.71276195E-001,  1.10753271E-002, -1.82391081E+001,  1.31700458E+001
-8.31903000E-003,  1.73093280E-001,  1.09333299E-002, -1.84499327E+001,  1.40876390E+001
-8.74703290E-003,  1.75422265E-001,  1.07427364E-002, -1.84753535E+001,  1.56090663E+001
-9.27775955E-003,  1.78393516E-001,  1.04917224E-002, -1.82697377E+001,  1.83266845E+001
-9.82811109E-003,  1.82226294E-001,  1.02441243E-002, -1.83208760E+001,  2.42318541E+001
-1.05161412E-002,  1.87136722E-001,  9.90780722E-003, -1.79757074E+001,  3.29873216E+001
-1.13751456E-002,  1.93444635E-001,  9.50873524E-003, -1.78722438E+001,  4.78010201E+001
-1.22271091E-002,  1.99753842E-001,  9.26336046E-003, -1.80128004E+001,  9.18324627E+001
-1.30841843E-002,  2.06059081E-001,  9.03604946E-003, -1.35004395E+001,  8.17653117E+001
-1.39462185E-002,  2.12363592E-001,  8.84561975E-003, -8.48519149E+000,  1.13097504E+002
-1.48325453E-002,  2.18665634E-001,  8.69227413E-003, -1.97231130E+000,  1.55544890E+002
-1.57673641E-002,  2.24961896E-001,  8.46679998E-003,  4.97727379E+000,  1.90668261E+002
-1.67202872E-002,  2.31260559E-001,  8.27470783E-003,  1.02429445E+001,  2.44258046E+002
-1.77810116E-002,  2.37546330E-001,  8.08120647E-003,  2.46464894E+001,  2.85581693E+002
-1.87126382E-002,  2.42948923E-001,  7.94054063E-003,  2.30830893E+001,  2.39994984E+002
-1.95349027E-002,  2.47556666E-001,  7.83110409E-003,  3.13848406E+001,  4.84687965E+002
-2.02545749E-002,  2.51472402E-001,  7.74697851E-003,  4.39554961E+001,  2.91725648E+002
-2.08679838E-002,  2.54792298E-001,  7.68390652E-003,  6.29924090E+001,  3.72083035E+002
-2.13885399E-002,  2.57599140E-001,  7.63590348E-003,  7.57464550E+001,  3.60745283E+002
-2.18266639E-002,  2.59967039E-001,  7.59967390E-003,  9.14318776E+001,  3.23358921E+002
-2.21951716E-002,  2.61959752E-001,  7.57177252E-003,  1.09771522E+002,  3.75341839E+002
-2.25050959E-002,  2.63633154E-001,  7.54982631E-003,  1.24225671E+002,  3.66464022E+002
-2.27652403E-002,  2.65036149E-001,  7.53241363E-003,  1.42107358E+002,  3.61282815E+002
-2.29831890E-002,  2.66210534E-001,  7.51849935E-003,  1.58264237E+002,  3.70140208E+002
-2.31654782E-002,  2.67192095E-001,  7.50731403E-003,  1.72560565E+002,  3.67909564E+002
-2.33177131E-002,  2.68011382E-001,  7.49827766E-003,  1.84904098E+002,  3.57648227E+002
-2.34446757E-002,  2.68694366E-001,  7.49094737E-003,  1.95965283E+002,  3.44973397E+002
-2.35504324E-002,  2.69263081E-001,  7.48498095E-003,  2.04872445E+002,  3.41637938E+002
-2.36384251E-002,  2.69736140E-001,  7.48011141E-003,  2.11104206E+002,  3.33594664E+002
-2.37115638E-002,  2.70129254E-001,  7.47612822E-003,  2.13989986E+002,  3.25157850E+002
-2.37722976E-002,  2.70455634E-001,  7.47286439E-003,  2.12416554E+002,  3.17596528E+002
-2.38226863E-002,  2.70726381E-001,  7.47018629E-003,  2.04962646E+002,  3.15293451E+002
-2.38644604E-002,  2.70950814E-001,  7.46798632E-003,  1.89818524E+002,  2.79869760E+002
-2.38990649E-002,  2.71136709E-001,  7.46617774E-003,  1.64328673E+002,  2.49513526E+002
-2.39277114E-002,  2.71290586E-001,  7.46468995E-003,  1.27383026E+002,  1.94846693E+002
-2.39514100E-002,  2.71417877E-001,  7.46346555E-003,  7.29896890E+001,  1.37243802E+002
-2.39710054E-002,  2.71523123E-001,  7.46245748E-003, -7.29367847E+000,  6.31930230E+001
-2.39871962E-002,  2.71610079E-001,  7.46162754E-003, -1.36377096E+002, -4.30137565E+001
-2.40005700E-002,  2.71681903E-001,  7.46094401E-003, -3.44865967E+002, -2.37792224E+002
-2.40116080E-002,  2.71741187E-001,  7.46038153E-003, -1.05392268E+003, -4.54566231E+002
-6.04300638E-003,  1.64889299E-001,  1.20868762E-002, -1.49158060E+001,  1.26085690E+001
-6.04500884E-003,  1.64899216E-001,  1.20862365E-002, -1.49167299E+001,  1.26095076E+001
-6.04757494E-003,  1.64911925E-001,  1.20854169E-002, -1.49150505E+001,  1.26102240E+001
-6.05086358E-003,  1.64928212E-001,  1.20843664E-002, -1.49037387E+001,  1.26142757E+001
-6.05507817E-003,  1.64949086E-001,  1.20830202E-002, -1.48902844E+001,  1.26172628E+001
-6.06047945E-003,  1.64975837E-001,  1.20812950E-002, -1.48782070E+001,  1.26188856E+001
-6.06740154E-003,  1.65010120E-001,  1.20790840E-002, -1.48741332E+001,  1.26192304E+001
-6.07627266E-003,  1.65054055E-001,  1.20762507E-002, -1.48730244E+001,  1.26215508E+001
-6.08764159E-003,  1.65110362E-001,  1.20726196E-002, -1.48646101E+001,  1.26260459E+001
-6.10221164E-003,  1.65182522E-001,  1.20679665E-002, -1.48357079E+001,  1.26353660E+001
-6.12088418E-003,  1.65274999E-001,  1.20620035E-002, -1.47891967E+001,  1.26463741E+001
-6.14481435E-003,  1.65393515E-001,  1.20543621E-002, -1.47428514E+001,  1.26604761E+001
-6.17546717E-003,  1.65545406E-001,  1.20445535E-002, -1.47310723E+001,  1.26849437E+001
-6.21466603E-003,  1.65740080E-001,  1.20318956E-002, -1.48803687E+001,  1.26914298E+001
-6.26475860E-003,  1.65989590E-001,  1.20155259E-002, -1.52074654E+001,  1.27224761E+001
-6.32872231E-003,  1.66309388E-001,  1.19943066E-002, -1.57354763E+001,  1.27114016E+001
-6.41031780E-003,  1.66719285E-001,  1.19667229E-002, -1.63320427E+001,  1.26360135E+001
-6.51427697E-003,  1.67244681E-001,  1.19307431E-002, -1.69472052E+001,  1.25337510E+001
-6.64652657E-003,  1.67918136E-001,  1.18836216E-002, -1.76038906E+001,  1.23861632E+001
-6.81445076E-003,  1.68781396E-001,  1.18216194E-002, -1.83565645E+001,  1.22276652E+001
-7.02719713E-003,  1.69887969E-001,  1.17396117E-002, -1.88326591E+001,  1.20327005E+001
-7.29603944E-003,  1.71306426E-001,  1.16305430E-002, -1.93355892E+001,  1.23395724E+001
-7.63484096E-003,  1.73124602E-001,  1.14846970E-002, -1.97026079E+001,  1.30283617E+001
-8.06073920E-003,  1.75454935E-001,  1.12887856E-002, -1.97912578E+001,  1.46745481E+001
-8.58774132E-003,  1.78427636E-001,  1.10303199E-002, -1.98058336E+001,  1.71410426E+001
-9.13576491E-003,  1.82261306E-001,  1.07709706E-002, -2.00642035E+001,  2.23575566E+001
-9.81831717E-003,  1.87172937E-001,  1.04182122E-002, -1.99712958E+001,  3.13359270E+001
-1.06684070E-002,  1.93483814E-001,  9.99614691E-003, -2.04914713E+001,  4.41943245E+001
-1.15124461E-002,  1.99794435E-001,  9.72806109E-003, -2.25850322E+001,  1.00669789E+002
-1.23608023E-002,  2.06101301E-001,  9.47804837E-003, -1.73529591E+001,  7.95875498E+001
-1.32140994E-002,  2.12407558E-001,  9.26590685E-003, -1.31633356E+001,  1.13023474E+002
-1.40924707E-002,  2.18711495E-001,  9.09223336E-003, -7.92980310E+000,  1.53922740E+002
-1.50184605E-002,  2.25009202E-001,  8.84574339E-003, -2.37574021E+000,  1.93456506E+002
-1.59639105E-002,  2.31310197E-001,  8.63398978E-003,  1.07125086E+000,  2.36703149E+002
-1.70180346E-002,  2.37598610E-001,  8.42224490E-003,  1.38912989E+001,  2.85685983E+002
-1.79449235E-002,  2.43003499E-001,  8.26721444E-003,  1.24464376E+001,  2.25069983E+002
-1.87643207E-002,  2.47613211E-001,  8.14590146E-003,  1.25518674E+001,  4.21104870E+002
-1.94821661E-002,  2.51530669E-001,  8.05149510E-003,  3.05384031E+001,  2.84542369E+002
-2.00943087E-002,  2.54852071E-001,  7.98030548E-003,  4.66477717E+001,  3.52680707E+002
-2.06139740E-002,  2.57660168E-001,  7.92585202E-003,  5.81401938E+001,  3.59953439E+002
-2.10525645E-002,  2.60029004E-001,  7.88406741E-003,  7.44065940E+001,  3.38146098E+002
-2.14220341E-002,  2.62022498E-001,  7.85152621E-003,  9.35922944E+001,  3.65843997E+002
-2.17328029E-002,  2.63696601E-001,  7.82583930E-003,  1.10228020E+002,  3.52469162E+002
-2.19936751E-002,  2.65100181E-001,  7.80539743E-003,  1.29763371E+002,  3.55978593E+002
-2.22122460E-002,  2.66275051E-001,  7.78902157E-003,  1.47473471E+002,  3.62181868E+002
-2.23950639E-002,  2.67257016E-001,  7.77583011E-003,  1.63593130E+002,  3.65511769E+002
-2.25477456E-002,  2.68076638E-001,  7.76515470E-003,  1.78178540E+002,  3.67266534E+002
-2.26750844E-002,  2.68759900E-001,  7.75648249E-003,  1.91270121E+002,  3.73049876E+002
-2.27811569E-002,  2.69328846E-001,  7.74941547E-003,  2.01884625E+002,  3.60142605E+002
-2.28694140E-002,  2.69802095E-001,  7.74364200E-003,  2.09501445E+002,  3.41605183E+002
-2.29427736E-002,  2.70195368E-001,  7.73891556E-003,  2.13565724E+002,  3.29475903E+002
-2.30036915E-002,  2.70521879E-001,  7.73504008E-003,  2.13273002E+002,  3.12355283E+002
-2.30542334E-002,  2.70792734E-001,  7.73185833E-003,  2.07302145E+002,  2.68925341E+002
-2.30961349E-002,  2.71017257E-001,  7.72924339E-003,  1.95074818E+002,  2.25217132E+002
-2.31308452E-002,  2.71203227E-001,  7.72709284E-003,  1.72243110E+002,  2.42283195E+002
-2.31595794E-002,  2.71357165E-001,  7.72532317E-003,  1.39058247E+002,  2.04440039E+002
-2.31833507E-002,  2.71484506E-001,  7.72386641E-003,  8.98932026E+001,  1.56478164E+002
-2.32030062E-002,  2.71589794E-001,  7.72266677E-003,  1.82997599E+001,  9.26538549E+001
-2.32192468E-002,  2.71676785E-001,  7.72167893E-003, -9.36123670E+001,  2.36794648E+000
-2.32326617E-002,  2.71748637E-001,  7.72086523E-003, -2.73889173E+002, -1.73022557E+002
-2.32437337E-002,  2.71807945E-001,  7.72019548E-003, -7.84469648E+002, -2.60786217E+002
-5.37546653E-003,  1.64912411E-001,  1.26530500E-002, -1.57963913E+001,  1.19621129E+001
-5.37747072E-003,  1.64922333E-001,  1.26523991E-002, -1.57972319E+001,  1.19632137E+001
-5.38003903E-003,  1.64935050E-001,  1.26515651E-002, -1.57967215E+001,  1.19644780E+001
-5.38333048E-003,  1.64951346E-001,  1.26504963E-002, -1.57918578E+001,  1.19663054E+001
-5.38754870E-003,  1.64972232E-001,  1.26491266E-002, -1.57793683E+001,  1.19702382E+001
-5.39295462E-003,  1.64998998E-001,  1.26473712E-002, -1.57615942E+001,  1.19760492E+001
-5.39988267E-003,  1.65033300E-001,  1.26451217E-002, -1.57417960E+001,  1.19857560E+001
-5.40876143E-003,  1.65077261E-001,  1.26422389E-002, -1.57265670E+001,  1.19954524E+001
-5.42014018E-003,  1.65133600E-001,  1.26385444E-002, -1.57097918E+001,  1.20028388E+001
-5.43472285E-003,  1.65205801E-001,  1.26338100E-002, -1.56823990E+001,  1.20055936E+001
-5.45341160E-003,  1.65298331E-001,  1.26277430E-002, -1.56404171E+001,  1.20065499E+001
-5.47736264E-003,  1.65416915E-001,  1.26199682E-002, -1.55977665E+001,  1.20082185E+001
-5.50804105E-003,  1.65568893E-001,  1.26099883E-002, -1.56196806E+001,  1.19988714E+001
-5.54726562E-003,  1.65763679E-001,  1.25971082E-002, -1.57195795E+001,  1.20161157E+001
-5.59737907E-003,  1.66013333E-001,  1.25804494E-002, -1.60149185E+001,  1.20521215E+001
-5.66134986E-003,  1.66333321E-001,  1.25588526E-002, -1.64960797E+001,  1.20573094E+001
-5.74292238E-003,  1.66743464E-001,  1.25307733E-002, -1.71086907E+001,  1.19751106E+001
-5.84680009E-003,  1.67269181E-001,  1.24941393E-002, -1.77558842E+001,  1.18590408E+001
-5.97886111E-003,  1.67943055E-001,  1.24461478E-002, -1.84634698E+001,  1.17157299E+001
-6.14640815E-003,  1.68806861E-001,  1.23829787E-002, -1.92563703E+001,  1.15552144E+001
-6.35845465E-003,  1.69914146E-001,  1.22993902E-002, -1.97704582E+001,  1.13363397E+001
-6.62605732E-003,  1.71333523E-001,  1.21881544E-002, -2.03381766E+001,  1.15522169E+001
-6.96273540E-003,  1.73152870E-001,  1.20392974E-002, -2.07378442E+001,  1.21175437E+001
-7.38509516E-003,  1.75484656E-001,  1.18391371E-002, -2.10305448E+001,  1.34836551E+001
-7.90652885E-003,  1.78458943E-001,  1.15745756E-002, -2.13052602E+001,  1.59433867E+001
-8.44979550E-003,  1.82293687E-001,  1.13051549E-002, -2.16372652E+001,  2.11220981E+001
-9.12371612E-003,  1.87206749E-001,  1.09380894E-002, -2.19446516E+001,  3.05854782E+001
-9.96064719E-003,  1.93520732E-001,  1.04955395E-002, -2.27235087E+001,  3.91297874E+001
-1.07922358E-002,  1.99833101E-001,  1.02064665E-002, -2.66587228E+001,  8.88330578E+001
-1.16272023E-002,  2.06141944E-001,  9.93522298E-003, -2.07263360E+001,  7.57392107E+001
-1.24669684E-002,  2.12450318E-001,  9.70259894E-003, -1.76676470E+001,  1.11985458E+002
-1.33325627E-002,  2.18756535E-001,  9.50972879E-003, -1.36845929E+001,  1.55063004E+002
-1.42447474E-002,  2.25056116E-001,  9.24342571E-003, -9.62311679E+000,  1.94530503E+002
-1.51777025E-002,  2.31359821E-001,  9.01302552E-003, -7.34992215E+000,  2.31197773E+002
-1.62201763E-002,  2.37651279E-001,  8.78393447E-003,  3.00594903E+000,  2.83083751E+002
-1.71379899E-002,  2.43058823E-001,  8.61527265E-003,  3.27660360E+000,  1.96461608E+002
-1.79508357E-002,  2.47670799E-001,  8.48262406E-003, -1.58690370E+000,  2.45112899E+002
-1.86636925E-002,  2.51590264E-001,  8.37819720E-003,  1.90861960E+001,  2.46247486E+002
-1.92719014E-002,  2.54913423E-001,  8.29908911E-003,  3.29038661E+001,  3.29724100E+002
-1.97884306E-002,  2.57722988E-001,  8.23834110E-003,  4.34310662E+001,  3.44328656E+002
-2.02256708E-002,  2.60092938E-001,  8.19109093E-003,  5.84651486E+001,  3.33211665E+002
-2.05946171E-002,  2.62087362E-001,  8.15396451E-003,  7.80869283E+001,  3.53584158E+002
-2.09049921E-002,  2.63762297E-001,  8.12457970E-003,  9.71286487E+001,  3.45996566E+002
-2.11655603E-002,  2.65166571E-001,  8.10114275E-003,  1.18634707E+002,  3.58220584E+002
-2.13838936E-002,  2.66342018E-001,  8.08233262E-003,  1.37823418E+002,  3.60712863E+002
-2.15665244E-002,  2.67324464E-001,  8.06715688E-003,  1.55141650E+002,  3.60951910E+002
-2.17190576E-002,  2.68144485E-001,  8.05486000E-003,  1.70675792E+002,  3.75813632E+002
-2.18462778E-002,  2.68828079E-001,  8.04486006E-003,  1.84074506E+002,  4.10273913E+002
-2.19522551E-002,  2.69397300E-001,  8.03670399E-003,  1.96332885E+002,  3.73188730E+002
-2.20404353E-002,  2.69870777E-001,  8.03003605E-003,  2.05185254E+002,  3.41181413E+002
-2.21137326E-002,  2.70264239E-001,  8.02457416E-003,  2.09969692E+002,  3.16586984E+002
-2.21746000E-002,  2.70590907E-001,  8.02009346E-003,  2.10544240E+002,  2.76567591E+002
-2.22251008E-002,  2.70861892E-001,  8.01641336E-003,  2.05650516E+002,  2.12130349E+002
-2.22669687E-002,  2.71086522E-001,  8.01338786E-003,  1.93072530E+002,  2.20608913E+002
-2.23016515E-002,  2.71272581E-001,  8.01089899E-003,  1.69665072E+002,  2.61918811E+002
-2.23303632E-002,  2.71426592E-001,  8.00885046E-003,  1.36121577E+002,  2.13424025E+002
-2.23541160E-002,  2.71553995E-001,  8.00716384E-003,  8.73575860E+001,  1.56182469E+002
-2.23737564E-002,  2.71659332E-001,  8.00577471E-003,  1.82353937E+001,  9.13125811E+001
-2.23899846E-002,  2.71746365E-001,  8.00463068E-003, -8.59959100E+001,  6.09427853E+000
-2.24033892E-002,  2.71818251E-001,  8.00368823E-003, -2.52741297E+002, -1.65572998E+002
-2.24144529E-002,  2.71877587E-001,  8.00291238E-003, -6.35064305E+002, -1.97538019E+002
-4.71807766E-003,  1.64932527E-001,  1.32244324E-002, -1.67873107E+001,  1.11577068E+001
-4.72007833E-003,  1.64942456E-001,  1.32237744E-002, -1.67869081E+001,  1.11594744E+001
-4.72264211E-003,  1.64955180E-001,  1.32229312E-002, -1.67848841E+001,  1.11615256E+001
-4.72592776E-003,  1.64971487E-001,  1.32218507E-002, -1.67784827E+001,  1.11638830E+001
-4.73013854E-003,  1.64992385E-001,  1.32204660E-002, -1.67691083E+001,  1.11654678E+001
-4.73553493E-003,  1.65019167E-001,  1.32186914E-002, -1.67584872E+001,  1.11665995E+001
-4.74245077E-003,  1.65053490E-001,  1.32164172E-002, -1.67495296E+001,  1.11692106E+001
-4.75131391E-003,  1.65097477E-001,  1.32135027E-002, -1.67420239E+001,  1.11737508E+001
-4.76267264E-003,  1.65153850E-001,  1.32097678E-002, -1.67260775E+001,  1.11808604E+001
-4.77722969E-003,  1.65226094E-001,  1.32049814E-002, -1.66894631E+001,  1.11914053E+001
-4.79588565E-003,  1.65318681E-001,  1.31988478E-002, -1.66285101E+001,  1.12058049E+001
-4.81979473E-003,  1.65437335E-001,  1.31909878E-002, -1.65552967E+001,  1.12269482E+001
-4.85041824E-003,  1.65589405E-001,  1.31808982E-002, -1.65125403E+001,  1.12559708E+001
-4.88956541E-003,  1.65784310E-001,  1.31678749E-002, -1.65887374E+001,  1.12715955E+001
-4.93956766E-003,  1.66034118E-001,  1.31510283E-002, -1.68425409E+001,  1.12668383E+001
-5.00337635E-003,  1.66354305E-001,  1.31291837E-002, -1.73031009E+001,  1.13116434E+001
-5.08470923E-003,  1.66764709E-001,  1.31007754E-002, -1.78611841E+001,  1.12745663E+001
-5.18822794E-003,  1.67290764E-001,  1.30637005E-002, -1.84906807E+001,  1.11849370E+001
-5.31974484E-003,  1.67965080E-001,  1.30151126E-002, -1.92503385E+001,  1.10420344E+001
-5.48645898E-003,  1.68829463E-001,  1.29511274E-002, -2.00914813E+001,  1.08744142E+001
-5.69722082E-003,  1.69937499E-001,  1.28664073E-002, -2.06944511E+001,  1.06279551E+001
-5.96283203E-003,  1.71357847E-001,  1.27535794E-002, -2.13122496E+001,  1.08014005E+001
-6.29641697E-003,  1.73178432E-001,  1.26024456E-002, -2.18154113E+001,  1.12582570E+001
-6.71398088E-003,  1.75511759E-001,  1.23989710E-002, -2.21561025E+001,  1.25009481E+001
-7.22820996E-003,  1.78487747E-001,  1.21294888E-002, -2.24500143E+001,  1.48947736E+001
-7.76456117E-003,  1.82323713E-001,  1.18514095E-002, -2.33197887E+001,  1.95270415E+001
-8.42702125E-003,  1.87238387E-001,  1.14717866E-002, -2.37823001E+001,  2.93239407E+001
-9.24700872E-003,  1.93555560E-001,  1.10108101E-002, -2.46868107E+001,  3.39323966E+001
-1.00620715E-002,  1.99869943E-001,  1.07021065E-002, -2.93282648E+001,  5.52156014E+001
-1.08794265E-002,  2.06181043E-001,  1.04107373E-002, -2.34925925E+001,  7.14621144E+001
-1.17013293E-002,  2.12491832E-001,  1.01585132E-002, -2.17927132E+001,  1.08065478E+002
-1.25497605E-002,  2.18800653E-001,  9.94716944E-003, -1.93240632E+001,  1.56293578E+002
-1.34437274E-002,  2.25102471E-001,  9.66206070E-003, -1.67749043E+001,  1.94297072E+002
-1.43596662E-002,  2.31409192E-001,  9.41383682E-003, -1.57056813E+001,  2.35511816E+002
-1.53859321E-002,  2.37704034E-001,  9.16800191E-003, -8.17307437E+000,  2.87603274E+002
-1.62907777E-002,  2.43114536E-001,  8.98619071E-003, -5.06500188E+000,  1.89713806E+002
-1.70937780E-002,  2.47729021E-001,  8.84254593E-003, -8.02508563E+000,  1.01131781E+002
-1.77988161E-002,  2.51650737E-001,  8.72819912E-003,  7.13081894E+000,  2.22508494E+002
-1.84007064E-002,  2.54975865E-001,  8.64124276E-003,  1.93277917E+001,  3.14382202E+002
-1.89120936E-002,  2.57787083E-001,  8.57424808E-003,  2.98606529E+001,  3.31603766E+002
-1.93463692E-002,  2.60158297E-001,  8.52152833E-003,  4.46048052E+001,  3.26788303E+002
-1.97134767E-002,  2.62153780E-001,  8.47979220E-003,  6.39587201E+001,  3.47151529E+002
-2.00223620E-002,  2.63829658E-001,  8.44668661E-003,  8.35008444E+001,  3.43309955E+002
-2.02817125E-002,  2.65234719E-001,  8.42023409E-003,  1.06164127E+002,  3.54338137E+002
-2.04990476E-002,  2.66410823E-001,  8.39897166E-003,  1.26857818E+002,  3.59579582E+002
-2.06808581E-002,  2.67393815E-001,  8.38179598E-003,  1.45790908E+002,  3.56800162E+002
-2.08327162E-002,  2.68214291E-001,  8.36786413E-003,  1.62285911E+002,  3.54655132E+002
-2.09593800E-002,  2.68898263E-001,  8.35652494E-003,  1.75508777E+002,  3.56192545E+002
-2.10648985E-002,  2.69467797E-001,  8.34727005E-003,  1.88448488E+002,  3.38965442E+002
