[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 9526
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1047.19755 [s^-1 rad]
Frequency          = 401.532061 [Hz]
Nodal Diameter     = 0

[Spatial Fields]
Initial X, Initial Y, Initial Z

[Data]
Initial X [ m ], Initial Y [ m ], Initial Z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
-2.11527001E-002,  2.69941535E-001,  8.33969936E-003,  1.97615701E+002,  3.31999450E+002
-2.12256848E-002,  2.70335212E-001,  8.33349504E-003,  2.02161960E+002,  3.15919986E+002
-2.12862941E-002,  2.70662059E-001,  8.32840327E-003,  2.02146597E+002,  2.87616634E+002
-2.13365817E-002,  2.70933193E-001,  8.32421992E-003,  1.96326527E+002,  2.50783586E+002
-2.13782736E-002,  2.71157945E-001,  8.32077977E-003,  1.82033647E+002,  2.64941741E+002
-2.14128111E-002,  2.71344105E-001,  8.31794916E-003,  1.57032429E+002,  2.92860234E+002
-2.14414028E-002,  2.71498201E-001,  8.31561894E-003,  1.22227531E+002,  2.21757688E+002
-2.14650565E-002,  2.71625673E-001,  8.31370010E-003,  7.31675153E+001,  1.53741249E+002
-2.14846152E-002,  2.71731067E-001,  8.31211951E-003,  5.18919769E+000,  9.98339668E+001
-2.15007759E-002,  2.71818147E-001,  8.31081768E-003, -9.55779736E+001,  3.18320117E+001
-2.15141249E-002,  2.71890072E-001,  8.30974514E-003, -2.55039476E+002, -1.20661171E+002
-2.15251428E-002,  2.71949441E-001,  8.30886208E-003, -6.20528475E+002, -1.80962821E+002
-4.07394965E-003,  1.64949695E-001,  1.37982315E-002, -1.76278704E+001,  1.04146339E+001
-4.07594191E-003,  1.64959629E-001,  1.37975705E-002, -1.76284108E+001,  1.04160418E+001
-4.07849488E-003,  1.64972361E-001,  1.37967236E-002, -1.76275546E+001,  1.04178282E+001
-4.08176668E-003,  1.64988678E-001,  1.37956382E-002, -1.76221909E+001,  1.04201614E+001
-4.08595972E-003,  1.65009589E-001,  1.37942473E-002, -1.76106367E+001,  1.04234388E+001
-4.09133337E-003,  1.65036388E-001,  1.37924648E-002, -1.75942113E+001,  1.04279925E+001
-4.09822008E-003,  1.65070733E-001,  1.37901804E-002, -1.75773488E+001,  1.04339410E+001
-4.10704588E-003,  1.65114747E-001,  1.37872530E-002, -1.75624074E+001,  1.04412751E+001
-4.11835679E-003,  1.65171155E-001,  1.37835013E-002, -1.75428971E+001,  1.04497863E+001
-4.13285255E-003,  1.65243444E-001,  1.37786936E-002, -1.75079308E+001,  1.04595325E+001
-4.15143001E-003,  1.65336088E-001,  1.37725326E-002, -1.74530175E+001,  1.04714769E+001
-4.17523854E-003,  1.65454816E-001,  1.37646374E-002, -1.73891425E+001,  1.04882518E+001
-4.20573201E-003,  1.65606981E-001,  1.37545022E-002, -1.73518938E+001,  1.05171837E+001
-4.24470552E-003,  1.65802008E-001,  1.37414180E-002, -1.74035139E+001,  1.05730595E+001
-4.29447326E-003,  1.66051975E-001,  1.37244890E-002, -1.76199231E+001,  1.06248864E+001
-4.35796190E-003,  1.66372368E-001,  1.37025318E-002, -1.80498454E+001,  1.05870450E+001
-4.43885277E-003,  1.66783040E-001,  1.36739677E-002, -1.85991555E+001,  1.05191147E+001
-4.54175319E-003,  1.67309445E-001,  1.36366742E-002, -1.92299177E+001,  1.04053963E+001
-4.67239364E-003,  1.67984218E-001,  1.35877746E-002, -2.00217079E+001,  1.02461238E+001
-4.83784873E-003,  1.68849198E-001,  1.35233384E-002, -2.09489766E+001,  1.00574024E+001
-5.04677884E-003,  1.69958011E-001,  1.34379544E-002, -2.16441725E+001,  9.77207954E+000
-5.30969518E-003,  1.71379366E-001,  1.33241334E-002, -2.22520596E+001,  9.93117118E+000
-5.63927992E-003,  1.73201238E-001,  1.31714885E-002, -2.27719694E+001,  1.03514950E+001
-6.05087293E-003,  1.75536173E-001,  1.29656767E-002, -2.31811688E+001,  1.15910014E+001
-6.55636870E-003,  1.78513951E-001,  1.26925089E-002, -2.36468256E+001,  1.38762756E+001
-7.08376279E-003,  1.82351260E-001,  1.24072741E-002, -2.46114244E+001,  1.80032353E+001
-7.73205839E-003,  1.87267697E-001,  1.20169566E-002, -2.56477587E+001,  2.72281123E+001
-8.53144284E-003,  1.93588075E-001,  1.15396785E-002, -2.65105862E+001,  3.37008847E+001
-9.32607885E-003,  1.99904683E-001,  1.12128264E-002, -3.11082998E+001,  3.86959709E+001
-1.01217529E-002,  2.06218261E-001,  1.09026108E-002, -2.62833643E+001,  6.97536543E+001
-1.09215855E-002,  2.12531704E-001,  1.06318115E-002, -2.56357812E+001,  1.07476913E+002
-1.17485664E-002,  2.18843388E-001,  1.04027874E-002, -2.52830071E+001,  1.56483785E+002
-1.26200737E-002,  2.25147762E-001,  1.01000065E-002, -2.37647812E+001,  1.94145229E+002
-1.35146812E-002,  2.31457731E-001,  9.83499771E-003, -2.47329075E+001,  2.46090950E+002
-1.45203273E-002,  2.37756223E-001,  9.57323778E-003, -1.96203502E+001,  3.00329576E+002
-1.54084011E-002,  2.43169929E-001,  9.37883931E-003, -1.32369262E+001,  2.13036648E+002
-1.61983359E-002,  2.47787121E-001,  9.22457361E-003, -1.32420566E+001,  1.33153097E+002
-1.68927838E-002,  2.51711289E-001,  9.10043686E-003, -4.03203732E+000,  2.41200563E+002
-1.74860236E-002,  2.55038564E-001,  9.00573142E-003,  6.74555482E+000,  3.04082950E+002
-1.79903077E-002,  2.57851588E-001,  8.93256549E-003,  1.65855327E+001,  3.14529162E+002
-1.84200337E-002,  2.60224193E-001,  8.87439314E-003,  3.19733991E+001,  3.21567406E+002
-1.87840075E-002,  2.62220844E-001,  8.82803638E-003,  5.17793450E+001,  3.47097424E+002
-1.90903235E-002,  2.63897759E-001,  8.79119538E-003,  7.15758074E+001,  3.40526202E+002
-1.93475568E-002,  2.65303687E-001,  8.76171159E-003,  9.37970947E+001,  3.42409839E+002
-1.95631444E-002,  2.66480515E-001,  8.73798154E-003,  1.15028113E+002,  3.43245552E+002
-1.97435111E-002,  2.67464109E-001,  8.71879173E-003,  1.35206615E+002,  3.44804924E+002
-1.98941756E-002,  2.68285087E-001,  8.70321225E-003,  1.53257243E+002,  3.34667444E+002
-2.00198521E-002,  2.68969476E-001,  8.69052267E-003,  1.67783037E+002,  3.10313642E+002
-2.01245537E-002,  2.69539357E-001,  8.68015928E-003,  1.79972171E+002,  3.15038295E+002
-2.02116795E-002,  2.70013382E-001,  8.67167754E-003,  1.88168775E+002,  3.21092720E+002
-2.02841051E-002,  2.70407298E-001,  8.66472368E-003,  1.92012968E+002,  3.06576790E+002
-2.03442518E-002,  2.70734342E-001,  8.65901481E-003,  1.91314903E+002,  2.80858595E+002
-2.03941570E-002,  2.71005640E-001,  8.65432313E-003,  1.85136389E+002,  2.38605646E+002
-2.04355326E-002,  2.71230527E-001,  8.65046404E-003,  1.70981900E+002,  2.47441699E+002
-2.04698087E-002,  2.71416800E-001,  8.64728811E-003,  1.46966792E+002,  2.78748683E+002
-2.04981843E-002,  2.71570988E-001,  8.64467319E-003,  1.13982306E+002,  1.94481971E+002
-2.05216597E-002,  2.71698537E-001,  8.64251963E-003,  6.80725579E+001,  1.30053939E+002
-2.05410710E-002,  2.71803995E-001,  8.64074550E-003,  4.64242322E+000,  9.93472581E+001
-2.05571101E-002,  2.71891128E-001,  8.63928413E-003, -8.99801267E+001,  2.30347710E+001
-2.05703587E-002,  2.71963096E-001,  8.63808007E-003, -2.39274334E+002, -1.45042861E+002
-2.05812938E-002,  2.72022500E-001,  8.63708860E-003, -6.21084492E+002, -2.20964664E+002
-3.44210320E-003,  1.64964089E-001,  1.43750810E-002, -1.83630763E+001,  9.68153298E+000
-3.44408293E-003,  1.64974030E-001,  1.43744209E-002, -1.83634051E+001,  9.68306099E+000
-3.44661984E-003,  1.64986770E-001,  1.43735752E-002, -1.83628117E+001,  9.68490256E+000
-3.44987105E-003,  1.65003097E-001,  1.43724915E-002, -1.83587660E+001,  9.68695647E+000
-3.45403769E-003,  1.65024021E-001,  1.43711025E-002, -1.83497122E+001,  9.68935795E+000
-3.45937753E-003,  1.65050837E-001,  1.43693225E-002, -1.83366728E+001,  9.69237708E+000
-3.46622091E-003,  1.65085203E-001,  1.43670414E-002, -1.83234375E+001,  9.69637604E+000
-3.47499118E-003,  1.65129246E-001,  1.43641181E-002, -1.83121006E+001,  9.70160302E+000
-3.48623092E-003,  1.65185688E-001,  1.43603718E-002, -1.82955926E+001,  9.70801738E+000
-3.50063551E-003,  1.65258023E-001,  1.43555709E-002, -1.82642852E+001,  9.71477643E+000
-3.51909613E-003,  1.65350725E-001,  1.43494185E-002, -1.82122845E+001,  9.72216157E+000
-3.54275495E-003,  1.65469528E-001,  1.43415344E-002, -1.81445627E+001,  9.73167656E+000
-3.57305538E-003,  1.65621788E-001,  1.43314129E-002, -1.80851522E+001,  9.74717398E+000
-3.61177452E-003,  1.65816939E-001,  1.43183438E-002, -1.80916573E+001,  9.78509527E+000
-3.66120440E-003,  1.66067068E-001,  1.43014300E-002, -1.82796783E+001,  9.88001275E+000
-3.72424063E-003,  1.66387669E-001,  1.42794854E-002, -1.86977719E+001,  9.85554390E+000
-3.80451999E-003,  1.66798613E-001,  1.42509260E-002, -1.92777602E+001,  9.74554158E+000
-3.90658502E-003,  1.67325372E-001,  1.42136198E-002, -1.99092185E+001,  9.62573425E+000
-4.03607085E-003,  1.68000609E-001,  1.41646732E-002, -2.07594015E+001,  9.44012887E+000
-4.19991012E-003,  1.68866196E-001,  1.41001254E-002, -2.16236044E+001,  9.27090821E+000
-4.40655019E-003,  1.69975802E-001,  1.40145133E-002, -2.23394383E+001,  9.06923904E+000
-4.66618100E-003,  1.71398184E-001,  1.39002575E-002, -2.30550306E+001,  9.15754900E+000
-4.99100042E-003,  1.73221373E-001,  1.37468163E-002, -2.36979769E+001,  9.43222590E+000
-5.39562359E-003,  1.75557958E-001,  1.35395781E-002, -2.43059806E+001,  1.02703789E+001
-5.89107668E-003,  1.78537586E-001,  1.32638716E-002, -2.47061826E+001,  1.27848389E+001
-6.40775120E-003,  1.82376325E-001,  1.29728700E-002, -2.58057523E+001,  1.66402922E+001
-7.03953831E-003,  1.87294628E-001,  1.25735852E-002, -2.71255394E+001,  2.54540393E+001
-7.81508232E-003,  1.93618156E-001,  1.20819605E-002, -2.82911613E+001,  3.40551068E+001
-8.58576764E-003,  1.99937138E-001,  1.17381949E-002, -3.28450978E+001,  2.93583034E+001
-9.35615474E-003,  2.06253347E-001,  1.14102196E-002, -2.92585107E+001,  7.06979915E+001
-1.01301727E-002,  2.12569607E-001,  1.11217479E-002, -2.94460358E+001,  1.07299158E+002
-1.09318571E-002,  2.18884339E-001,  1.08757061E-002, -3.08312041E+001,  1.59858838E+002
-1.17771380E-002,  2.25191524E-001,  1.05562390E-002, -3.06820048E+001,  2.05109381E+002
-1.26466217E-002,  2.31504899E-001,  1.02753920E-002, -3.40435251E+001,  2.59401573E+002
-1.36277891E-002,  2.37807224E-001,  9.99850543E-003, -3.11036411E+001,  3.22597196E+002
-1.44957435E-002,  2.43224308E-001,  9.79209121E-003, -2.18646008E+001,  2.34934194E+002
-1.52697515E-002,  2.47844347E-001,  9.62755571E-003, -1.89962412E+001,  1.91578711E+002
-1.59511301E-002,  2.51771116E-001,  9.49371683E-003, -1.37336657E+001,  2.61126180E+002
-1.65336361E-002,  2.55100672E-001,  9.39131191E-003, -4.26676697E+000,  2.99518439E+002
-1.70290698E-002,  2.57915617E-001,  9.31200908E-003,  5.14389047E+000,  3.05241959E+002
-1.74528353E-002,  2.60289709E-001,  9.24837275E-003,  2.01521026E+001,  3.17358524E+002
-1.78125237E-002,  2.62287610E-001,  9.19736678E-003,  3.96557636E+001,  3.40459940E+002
-1.81153112E-002,  2.63965635E-001,  9.15676451E-003,  6.01371343E+001,  3.40334557E+002
-1.83696279E-002,  2.65372492E-001,  9.12422592E-003,  8.31602899E+001,  3.40923854E+002
-1.85828023E-002,  2.66550094E-001,  9.09800661E-003,  1.04434485E+002,  3.32559302E+002
-1.87611709E-002,  2.67534335E-001,  9.07678280E-003,  1.24515109E+002,  3.33859452E+002
-1.89101807E-002,  2.68355850E-001,  9.05953755E-003,  1.42889203E+002,  3.40457066E+002
-1.90344866E-002,  2.69040686E-001,  9.04548135E-003,  1.57459490E+002,  3.54891201E+002
-1.91380530E-002,  2.69610939E-001,  9.03399514E-003,  1.70307831E+002,  3.30909940E+002
-1.92242387E-002,  2.70085273E-001,  9.02458987E-003,  1.78796952E+002,  3.11084007E+002
-1.92958859E-002,  2.70479444E-001,  9.01687573E-003,  1.82929703E+002,  2.86962613E+002
-1.93553882E-002,  2.70806701E-001,  9.01054058E-003,  1.82858854E+002,  2.55004412E+002
-1.94047604E-002,  2.71078175E-001,  9.00533275E-003,  1.78071561E+002,  2.07122395E+002
-1.94456949E-002,  2.71303208E-001,  9.00104814E-003,  1.65816136E+002,  2.27254557E+002
-1.94796063E-002,  2.71489601E-001,  8.99752134E-003,  1.44193419E+002,  2.77380571E+002
-1.95076805E-002,  2.71643888E-001,  8.99461708E-003,  1.14046332E+002,  2.07147680E+002
-1.95309068E-002,  2.71771520E-001,  8.99222490E-003,  7.24163439E+001,  1.48677868E+002
-1.95501123E-002,  2.71877046E-001,  8.99025400E-003,  1.50951555E+001,  9.70500554E+001
-1.95659817E-002,  2.71964235E-001,  8.98863039E-003, -7.16179757E+001,  1.00241848E+001
-1.95790900E-002,  2.72036249E-001,  8.98729257E-003, -2.09979272E+002, -1.55535407E+002
-1.95899096E-002,  2.72095692E-001,  8.98619083E-003, -5.95797394E+002, -1.69657779E+002
-2.82458671E-003,  1.64975818E-001,  1.49528200E-002, -1.90718286E+001,  8.90195936E+000
-2.82655034E-003,  1.64985765E-001,  1.49521646E-002, -1.90721725E+001,  8.90355222E+000
-2.82906659E-003,  1.64998513E-001,  1.49513249E-002, -1.90718250E+001,  8.90548397E+000
-2.83229133E-003,  1.65014850E-001,  1.49502488E-002, -1.90682061E+001,  8.90767244E+000
-2.83642404E-003,  1.65035788E-001,  1.49488698E-002, -1.90593944E+001,  8.91020771E+000
-2.84172040E-003,  1.65062620E-001,  1.49471025E-002, -1.90457514E+001,  8.91330366E+000
-2.84850805E-003,  1.65097007E-001,  1.49448376E-002, -1.90307577E+001,  8.91725324E+000
-2.85720692E-003,  1.65141077E-001,  1.49419350E-002, -1.90173644E+001,  8.92217403E+000
-2.86835514E-003,  1.65197555E-001,  1.49382154E-002, -1.90011406E+001,  8.92763706E+000
-2.88264245E-003,  1.65269935E-001,  1.49334486E-002, -1.89706978E+001,  8.93297942E+000
-2.90095277E-003,  1.65362694E-001,  1.49273399E-002, -1.89192854E+001,  8.93795029E+000
-2.92441899E-003,  1.65481571E-001,  1.49195118E-002, -1.88501248E+001,  8.94191139E+000
-2.95447139E-003,  1.65633927E-001,  1.49094614E-002, -1.87861979E+001,  8.94185748E+000
-2.99286578E-003,  1.65829201E-001,  1.48964811E-002, -1.87866261E+001,  8.94176493E+000
-3.04186771E-003,  1.66079489E-001,  1.48796771E-002, -1.89436123E+001,  8.98059876E+000
-3.10433622E-003,  1.66400298E-001,  1.48578665E-002, -1.93070540E+001,  9.03731692E+000
-3.18385652E-003,  1.66811512E-001,  1.48294677E-002, -1.98372558E+001,  9.00614345E+000
-3.28489741E-003,  1.67338625E-001,  1.47923492E-002, -2.04951408E+001,  8.88370509E+000
-3.41298708E-003,  1.68014325E-001,  1.47436128E-002, -2.13258196E+001,  8.67998206E+000
-3.57490134E-003,  1.68880519E-001,  1.46792842E-002, -2.21841178E+001,  8.53416529E+000
-3.77885511E-003,  1.69990918E-001,  1.45938694E-002, -2.29380494E+001,  8.25410972E+000
-4.03469141E-003,  1.71414333E-001,  1.44797260E-002, -2.37067477E+001,  8.30051064E+000
-4.35408892E-003,  1.73238849E-001,  1.43261919E-002, -2.45860516E+001,  8.55620732E+000
-4.75088888E-003,  1.75577104E-001,  1.41184303E-002, -2.51927548E+001,  9.32937417E+000
-5.23517868E-003,  1.78558616E-001,  1.38413318E-002, -2.58342445E+001,  1.13558758E+001
-5.73958837E-003,  1.82398840E-001,  1.35459617E-002, -2.70619323E+001,  1.46789015E+001
-6.35280175E-003,  1.87319078E-001,  1.31394531E-002, -2.84385864E+001,  2.30756042E+001
-7.10162223E-003,  1.93645633E-001,  1.26354672E-002, -2.99225594E+001,  3.24305634E+001
-7.84511869E-003,  1.99967083E-001,  1.22760379E-002, -3.39930994E+001,  2.35963071E+001
-8.58688449E-003,  2.06286017E-001,  1.19313748E-002, -3.23629788E+001,  7.15891541E+001
-9.33167936E-003,  2.12605194E-001,  1.16261366E-002, -3.35618303E+001,  1.03314025E+002
-1.01045538E-002,  2.18923090E-001,  1.13637883E-002, -3.65873618E+001,  1.74036342E+002
-1.09201846E-002,  2.25233279E-001,  1.10286691E-002, -3.83377070E+001,  2.25490719E+002
-1.17610911E-002,  2.31550146E-001,  1.07329560E-002, -4.39592086E+001,  2.80742186E+002
-1.27142855E-002,  2.37856414E-001,  1.04417847E-002, -4.25682790E+001,  3.06516972E+002
-1.35590920E-002,  2.43276983E-001,  1.02239940E-002, -3.08235934E+001,  2.37630777E+002
-1.43145760E-002,  2.47899954E-001,  1.00496065E-002, -2.69472116E+001,  2.27745186E+002
-1.49806175E-002,  2.51829423E-001,  9.90621859E-003, -2.44733990E+001,  2.67560297E+002
-1.55504742E-002,  2.55161353E-001,  9.79620791E-003, -1.58531653E+001,  2.98881748E+002
-1.60354451E-002,  2.57978299E-001,  9.71082323E-003, -5.87748546E+000,  3.05389444E+002
-1.64519419E-002,  2.60353946E-001,  9.64171884E-003,  8.07060522E+000,  3.16518549E+002
-1.68062747E-002,  2.62353156E-001,  9.58603709E-003,  2.68359187E+001,  3.26536949E+002
-1.71046432E-002,  2.64032343E-001,  9.54164870E-003,  4.74052072E+001,  3.33624224E+002
-1.73553024E-002,  2.65440173E-001,  9.50603375E-003,  7.15928232E+001,  3.37353611E+002
-1.75654473E-002,  2.66618587E-001,  9.47730692E-003,  9.42020539E+001,  3.29630730E+002
-1.77413054E-002,  2.67603504E-001,  9.45403379E-003,  1.14588430E+002,  3.25512111E+002
-1.78882346E-002,  2.68425584E-001,  9.43510995E-003,  1.32646496E+002,  3.26682381E+002
-1.80108160E-002,  2.69110889E-001,  9.41967635E-003,  1.46518514E+002,  3.27564109E+002
-1.81129535E-002,  2.69681532E-001,  9.40705825E-003,  1.60397478E+002,  3.06383250E+002
-1.81979553E-002,  2.70156190E-001,  9.39672179E-003,  1.69771240E+002,  3.02974355E+002
-1.82686219E-002,  2.70550629E-001,  9.38824091E-003,  1.74736017E+002,  2.93605181E+002
-1.83273123E-002,  2.70878108E-001,  9.38127404E-003,  1.75630456E+002,  2.67913231E+002
-1.83760125E-002,  2.71149767E-001,  9.37554548E-003,  1.72095843E+002,  2.24400771E+002
-1.84163910E-002,  2.71374953E-001,  9.37083150E-003,  1.61649171E+002,  2.52084035E+002
-1.84498426E-002,  2.71561473E-001,  9.36695061E-003,  1.41884737E+002,  3.16885962E+002
-1.84775367E-002,  2.71715865E-001,  9.36375430E-003,  1.14191705E+002,  2.44636422E+002
-1.85004490E-002,  2.71843583E-001,  9.36112126E-003,  7.63360481E+001,  1.88421944E+002
-1.85193950E-002,  2.71949180E-001,  9.35895172E-003,  2.42345116E+001,  1.41423727E+002
-1.85350501E-002,  2.72036429E-001,  9.35716431E-003, -5.46566594E+001,  8.63282699E+001
-1.85479816E-002,  2.72108492E-001,  9.35569143E-003, -1.81609182E+002, -4.76000255E+001
-1.85586553E-002,  2.72167974E-001,  9.35447836E-003, -5.55134390E+002, -1.76795125E+002
-2.22238989E-003,  1.64985029E-001,  1.55301239E-002, -1.97485341E+001,  8.10302742E+000
-2.22433443E-003,  1.64994982E-001,  1.55294766E-002, -1.97489429E+001,  8.10461534E+000
-2.22682618E-003,  1.65007738E-001,  1.55286473E-002, -1.97490120E+001,  8.10655529E+000
-2.23001954E-003,  1.65024085E-001,  1.55275846E-002, -1.97461244E+001,  8.10879062E+000
-2.23411204E-003,  1.65045035E-001,  1.55262227E-002, -1.97380002E+001,  8.11137886E+000
-2.23935685E-003,  1.65071884E-001,  1.55244773E-002, -1.97246401E+001,  8.11445746E+000
-2.24607845E-003,  1.65106292E-001,  1.55222405E-002, -1.97093482E+001,  8.11833719E+000
-2.25469267E-003,  1.65150388E-001,  1.55193740E-002, -1.96952212E+001,  8.12330426E+000
-2.26573241E-003,  1.65206900E-001,  1.55157005E-002, -1.96784807E+001,  8.12911893E+000
-2.27988070E-003,  1.65279324E-001,  1.55109928E-002, -1.96479118E+001,  8.13546464E+000
-2.29801286E-003,  1.65372140E-001,  1.55049599E-002, -1.95965082E+001,  8.14290350E+000
-2.32125077E-003,  1.65491089E-001,  1.54972288E-002, -1.95260363E+001,  8.15203941E+000
-2.35100941E-003,  1.65643537E-001,  1.54873022E-002, -1.94623744E+001,  8.16104926E+000
-2.38902058E-003,  1.65838931E-001,  1.54744784E-002, -1.94706650E+001,  8.17796727E+000
-2.43751983E-003,  1.66089375E-001,  1.54578710E-002, -1.96142401E+001,  8.22750337E+000
-2.49932521E-003,  1.66410387E-001,  1.54363060E-002, -1.99090986E+001,  8.27257286E+000
-2.57796473E-003,  1.66821867E-001,  1.54082115E-002, -2.03682764E+001,  8.24809326E+000
-2.67782623E-003,  1.67349327E-001,  1.53714655E-002, -2.09843931E+001,  8.15092337E+000
-2.80432185E-003,  1.68025482E-001,  1.53231777E-002, -2.18316039E+001,  7.93688623E+000
-2.96405877E-003,  1.68892273E-001,  1.52593757E-002, -2.27020651E+001,  7.73238481E+000
-3.16500401E-003,  1.70003456E-001,  1.51745549E-002, -2.34740790E+001,  7.39821614E+000
-3.41663298E-003,  1.71427894E-001,  1.50610364E-002, -2.42503132E+001,  7.40220940E+000
-3.73007651E-003,  1.73253730E-001,  1.49080703E-002, -2.51723873E+001,  7.56956833E+000
-4.11836155E-003,  1.75593653E-001,  1.47006361E-002, -2.59540336E+001,  8.35360541E+000
-4.59058156E-003,  1.78577055E-001,  1.44232311E-002, -2.69505315E+001,  9.87154335E+000
-5.08145375E-003,  1.82418789E-001,  1.41248292E-002, -2.80849201E+001,  1.29875066E+001
-5.67438259E-003,  1.87340992E-001,  1.37127825E-002, -2.98503028E+001,  2.03330408E+001
-6.39403556E-003,  1.93670394E-001,  1.31983538E-002, -3.15509128E+001,  3.25350938E+001
-7.10749516E-003,  1.99994351E-001,  1.28244249E-002, -3.51190544E+001,  3.20834631E+001
-7.81770779E-003,  2.06316044E-001,  1.24640839E-002, -3.49896267E+001,  7.16451551E+001
-8.53026267E-003,  2.12638174E-001,  1.21429218E-002, -3.78024133E+001,  1.00523534E+002
-9.27124719E-003,  2.18959282E-001,  1.18649254E-002, -4.33102302E+001,  1.94781053E+002
-1.00542695E-002,  2.25272606E-001,  1.15151740E-002, -4.63967857E+001,  2.44987218E+002
-1.08636082E-002,  2.31592984E-001,  1.12055588E-002, -5.41907644E+001,  2.63805640E+002
-1.17857921E-002,  2.37903232E-001,  1.09009301E-002, -5.37770220E+001,  2.67311882E+002
-1.26048282E-002,  2.43327330E-001,  1.06724007E-002, -3.98148652E+001,  2.23897354E+002
-1.33395325E-002,  2.47953266E-001,  1.04885983E-002, -3.59102175E+001,  2.40111322E+002
