Ref Des,Manufacturer,Part Number,Part Type,Part Description,Activation Energy (Ea),Applied Current (A),Applied Duty Cycle (%),Applied Freq (MHz),Applied Power (W),Applied Ripple (mA),Applied Voltage (V),Ball Chan Width,Ball Count,Ball Diameter,Ball Height,Ball Island Cols,Ball Island Rows,Ball Material,Ball Modeling,Ball Package Diameter,Ball Pad Diameter,Ball Pattern,Ball Perimeter Cols,Ball Perimeter Rows,Ball Pitch,Ball Units,Board Side,Capacitance (uF),Confidence Bounds (%),Corner Face,Corner Radius,Corner Shape,Die Length,Die Material,Die Thickness,Die Units,Die Width,Documents,Failure Class,Failure Mechanism,Flag Length,Flag Thickness,Flag Units,Flag Width,Frequency Exponent,Input Data Type,Laminate Thickness,Lead Bend (degrees),Lead Bend Package Radius,Lead Bend Radius,Lead Count,Lead Foot Length,Lead Frame Percentage,Lead Geometry,Lead Height,Lead Hole Diameter,Lead Layout,Lead Long Count,Lead Material,Lead Pitch,Lead Short Count,Lead Shoulder,Lead Standoff,Lead Stiffness,Lead Thickness,Lead Units,Lead Width,Lifetime,Location Units,Material,Max Rated Current (A),Max Rated Power (W),Max Rated Temp (C),Max Rated Voltage (V),Max Storage Temp (C),Min Rated Temp (C),Min Storage Temp (C),Mirrored,Model Leads,Model Part,Notes,Number of Devices,Number of Failures,Overmold Material,Overmold Thickness,Package Length,Package Mount,Package Name,Package Thickness,Package Type,Package Units,Package Width,Pad Length,Pad Pitch,Pad Units,Pad Width,Part Technology,Part Temp Rise,Process Node,Rated Ripple (mA),Reliability Data Source,Reliability Metric,Reliability Metric Units,Resistance (ohm),Ripple Temp Rise,Rjb (C/W),Rjc (C/W),Rotation,Sink Length,Sink Thickness,Sink Width,Solder Material,Solder Model,Solder Thickness,Source of AF,Stencil Thickness,Stencil Units,Subcircuit Name(s),Test Duration (hrs),Test Duty Cycle (%),Test Frequency (MHz),Test Method,Test Temperature (C),Test Voltage (V),Thermal Units,Voltage Exponent,Weight (gram),X Coordinate,X Offset,Y Coordinate,Y Offset
R91,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,1.15,0
R92,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,0.9,0
R93,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,0.65,0
R94,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,0.4,0
R95,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,0.15,0
R96,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-0.1,0
R97,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-0.35,0
R98,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-0.6,0
R99,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-0.85,0
R100,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-1.1,0
R101,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-1.35,0
R102,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,-1.6,0
R103,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,1.65,0
R104,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,1.4,0
R105,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,1.15,0
R106,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,0.9,0
R107,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,0.65,0
R108,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,0.4,0
R109,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,0.15,0
R110,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-0.1,0
R111,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-0.35,0
R112,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-0.6,0
R113,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-0.85,0
R114,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-1.1,0
R115,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-1.35,0
R116,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.4,0,-1.6,0
R117,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,1.65,0
R118,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,1.4,0
R119,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,1.15,0
R120,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,0.9,0
R121,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,0.65,0
R122,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,0.4,0
R123,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,0.15,0
R124,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,-0.1,0
R125,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,-0.35,0
R126,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,-0.6,0
R127,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,-0.85,0
R128,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,-1.1,0
R129,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.55,0,-1.35,0
