Ref Des,Manufacturer,Part Number,Part Type,Part Description,Activation Energy (Ea),Applied Current (A),Applied Duty Cycle (%),Applied Freq (MHz),Applied Power (W),Applied Ripple (mA),Applied Voltage (V),Ball Chan Width,Ball Count,Ball Diameter,Ball Height,Ball Island Cols,Ball Island Rows,Ball Material,Ball Modeling,Ball Package Diameter,Ball Pad Diameter,Ball Pattern,Ball Perimeter Cols,Ball Perimeter Rows,Ball Pitch,Ball Units,Board Side,Capacitance (uF),Confidence Bounds (%),Corner Face,Corner Radius,Corner Shape,Cycle Rate (cycle/hr),Die Length,Die Material,Die Thickness,Die Units,Die Width,Documents,ESD Susceptibility (V),Electrical Derating (0-1),FITs (per 1E6 hours),Failure Class,Failure Mechanism,Flag Length,Flag Thickness,Flag Units,Flag Width,Frequency Exponent,Initial Burn-in (hrs),Input Data Type,Junction Res (C/W),Laminate Thickness,Lead Bend (degrees),Lead Count,Lead Foot Length,Lead Geometry,Lead Height,Lead Hole Diameter,Lead Layout,Lead Long Count,Lead Material,Lead Pitch,Lead Short Count,Lead Shoulder,Lead Standoff,Lead Stiffness,Lead Thickness,Lead Units,Lead Width,Lifetime,Load Type,Location Units,Material,Max Rated Current (A),Max Rated Power (W),Max Rated Temp (C),Max Rated Voltage (V),Max Storage Temp (C),Min Rated Temp (C),Min Storage Temp (C),Mirrored,Model Leads,Model Part,Number of Bits,Number of Contacts,Number of Devices,Number of Elements,Number of Failures,Number of Gates,Number of Throws,Number of Trans,Overmold Material,Overmold Thickness,Package Length,Package Mount,Package Name,Package Thickness,Package Units,Package Width,Pad Length,Pad Pitch,Pad Units,Pad Width,Part Technology,Part Temp Rise,Process Node,Production Year,Production Years,Quality Class,Quality Factor,Rated Ripple (mA),Reliability Data Source,Reliability Metric,Reliability Metric Units,Resistance (ohm),Ripple Temp Rise,Rotation,Seal Type,Sink Length,Sink Thickness,Sink Width,Solder Material,Solder Model,Solder Thickness,Source of AF,Stencil Thickness,Stencil Units,Subcircuit Name(s),Technology,Test Duration (hrs),Test Duty Cycle (%),Test Frequency (MHz),Test Method,Test Temperature (C),Test Voltage (V),Thermal Units,Voltage Exponent,Weight (gram),X Coordinate,X Offset,Y Coordinate,Y Offset
Q15,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0.0,SQUARE,0,3.27,SILICON,0.185,MM,2.5475,,500,0.5,,"TRANS, NPN, SILICON, LINEAR",,,,MM,,,0,,15.0,2.105,90.0,2,1.59,GULLWING,1.295,1.2146645,SINGLE_SINK,0,COPPER,4.58,0,1.15,0.065,26.38,0.535,MM,0.765,,,in,EPOXYENCAPSULANT,,,175.0,,175.0,-55.0,-55.0,N,ENABLED,ENABLED,,,0,,0,,,,,0.435,6.54,SMT,DPAK (TO-252AA),2.22,MM,6.095,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,2017,2,QUALIFIED,,,,,,,,90.0,,1.08,0.675,5.205,TIN-LEAD (63SN37PB),LEADED MODEL,0.0635,,0.127,mm,,,0,,,BLACK BOX,,,C,,0.1607,1.2656002469135803,0,1.672780359506173,0
Q16,INFINEON,IRLR3410PBF,TRANSISTOR,"MOSFET,PWR,100V,17A,.105 OHM DPAK,RoHS",,,,,,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0.0,SQUARE,0,3.27,SILICON,0.185,MM,2.5475,,500,0.5,,"TRANS, NPN, SILICON, LINEAR",,,,MM,,,0,,15.0,2.105,90.0,2,1.59,GULLWING,1.295,1.2146645,SINGLE_SINK,0,COPPER,4.58,0,1.15,0.065,26.38,0.535,MM,0.765,,,in,EPOXYENCAPSULANT,,,175.0,,175.0,-55.0,-55.0,N,ENABLED,ENABLED,,,0,,0,,,,,0.435,6.54,SMT,DPAK (TO-252AA),2.22,MM,6.095,2.0,1.27,MM,0.75,,DEFAULT,350NM PLANAR,2017,2,QUALIFIED,,,,,,,,90,,1.08,0.675,5.205,TIN-LEAD (63SN37PB),LEADED MODEL,0.0635,,0.127,mm,,,0,,,BLACK BOX,,,C,,0.1607,1.7885755555555556,0,-1.6481128503703704,0
R1,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.7,0
R2,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.5,0
R3,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.3,0
R4,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,1.1,0
R5,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,0.9,0
R6,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,0.7,0
R7,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,0.5,0
R8,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,0.3,0
R9,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,0.1,0
R10,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-0.1,0
R11,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-0.3,0
R12,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-0.5,0
R13,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-0.7,0
R14,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-0.9,0
R15,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-1.1,0
R16,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-1.3,0
R17,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-1.5,0
R18,VISHAY,CRCW25120000Z0EG,RESISTOR,"RES 2512, 500V, 0ohm, Jumper",,,,,1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,0,3.15,SILICON,0.185,MM,1.575,,1000.0,0.5,0.081,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0,2,0,LEADLESS,0,0,,,COPPER,0,,0,0,,0,MM,0,1000,,in,ALUMINA,,0.10,155.0,500.0,155.0,-5.50e+1,-55.0,N,DISABLED,ENABLED,,0,0,1,0,,0,,,0.435,6.3,SMT,2512,0.6,mm,3.15,1.2,6.40,mm,3.4,,DEFAULT,350NM PLANAR,2016,2,QUALIFIED,,,,,,1000,,0,HERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.07,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.0448,-3.1,0,-1.7,0
R19,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-1.625,0,2.1,0
R20,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-1.375,0,2.1,0
R21,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-1.125,0,2.1,0
R22,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-0.875,0,2.1,0
R23,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-0.625,0,2.1,0
R24,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-0.375,0,2.1,0
R25,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,NONE,,,,,,,MM,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,1.6,SILICON,0.185,MM,0.8,,500,0.1,,"RES, FIXED, FILM, CHIP",,,,MM,,,0,,1.5,2,0.0,2,,LEADLESS,,1.6080127840328722,,,COPPER,,,,0,,,MM,,,,in,ALUMINA,,0.1,125,2.00E+2,125,0.0,-55,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.60,,DEFAULT,,2003,2,QUALIFIED,,,,,,100000,,180.0,NONHERMETIC,,,,TIN-LEAD (63SN37PB),CC MODEL,0.0635,,0.127,mm,,TTL,0,,,BLACK BOX,,,C,,0.01121,-0.125,0,2.1,0
