"Time","Torque_in","Clutch1_in","Clutch2_in","Clutch3_in"
0.05,10,0.99807641375365,0,0
0.051,9.99506560365731,0.997997719574797,0,0
0.052,9.98026728428271,0.997917449421321,0,0
0.053,9.9556196460308,0.997835603419981,0,0
0.054,9.92114701314478,0.997752181700022,0,0
0.055,9.87688340595138,0.997667184393179,0,0
0.056,9.82287250728688,0.997580611633673,0,0
0.057,9.75916761938747,0.997492463558216,0,0
0.058,9.68583161128631,0.997402740306004,0,0
0.059,9.60293685676943,0.997311442018724,0,0
0.06,9.51056516295153,0.997218568840547,0,0
0.061,9.40880768954225,0.997124120918134,0,0
0.062,9.29776485888251,0.997028098400629,0,0
0.063,9.17754625683981,0.996930501439667,0,0
0.064,9.04827052466019,0.996831330189365,0,0
0.065,8.91006524188367,0.99673058480633,0,0
0.066,8.76306680043863,0.99662826544965,0,0
0.067,8.60742027003943,0.996524372280904,0,0
0.068,8.44327925502014,0.996418905464151,0,0
0.069,8.27080574274561,0.99631186516594,0,0
0.07,8.09016994374947,0.9962032515553,0,0
0.071,7.90155012375689,0.996093064803748,0,0
0.0720000000000001,7.70513242775788,0.995981305085284,0,0
0.0730000000000001,7.50111069630458,0.995867972576391,0,0
0.0740000000000001,7.28968627421411,0.995753067456037,0,0
0.0750000000000001,7.07106781186546,0.995636589905672,0,0
0.0760000000000001,6.84547105928688,0.995518540109232,0,0
0.0770000000000001,6.61311865323651,0.995398918253132,0,0
0.0780000000000001,6.37423989748689,0.995277724526272,0,0
0.0790000000000001,6.12907053652975,0.995154959120032,0,0
0.0800000000000001,5.87785252292472,0.995030622228278,0,0
0.0810000000000001,5.62083377852129,0.994904714047353,0,0
0.0820000000000001,5.35826794978995,0.994777234776083,0,0
0.0830000000000001,5.0904141575037,0.994648184615777,0,0
0.0840000000000001,4.81753674101714,0.994517563770221,0,0
0.0850000000000001,4.53990499739545,0.994385372445683,0,0
0.0860000000000001,4.25779291565071,0.994251610850913,0,0
0.0870000000000001,3.97147890634779,0.994116279197137,0,0
0.0880000000000001,3.68124552684676,0.993979377698064,0,0
0.0890000000000001,3.3873792024529,0.993840906569878,0,0
